campaign_id,date,platform,ad_format,target_audience,budget_usd,impressions,clicks,ctr,conversions,cost_per_click,cost_per_conversion,revenue,roas
544,2024-09-17,Google,search,45-54,161.6,7562,289,0.0383,16,0.56,10.1,1073.14,6.64
545,2024-09-17,Google,search,55+,146.67,7887,285,0.0362,12,0.51,12.22,950.64,6.48
546,2024-09-17,Google,carousel,45-54,138.94,9496,280,0.0295,9,0.5,15.44,955.19,6.87
547,2024-09-17,Facebook,story,35-44,187.1,23246,240,0.0104,7,0.78,26.73,638.61,3.41
548,2024-09-17,TikTok,story,18-24,116.86,11785,157,0.0134,4,0.74,29.21,343.31,2.94
549,2024-09-17,TikTok,video,35-44,168.61,8955,156,0.0175,2,1.08,84.31,100.45,0.6
550,2024-09-17,LinkedIn,story,55+,171.47,7404,75,0.0102,1,2.29,171.47,91.0,0.53
551,2024-09-18,Facebook,video,18-24,144.91,12770,51,0.0041,0,2.84,,0.0,0.0
552,2024-09-18,Facebook,search,45-54,124.78,4934,42,0.0085,1,2.97,124.78,85.88,0.69
553,2024-09-18,Instagram,story,18-24,110.4,5398,69,0.0128,1,1.6,110.4,60.47,0.55
554,2024-09-18,Instagram,carousel,18-24,187.02,11051,178,0.0161,3,1.05,62.34,189.79,1.01
555,2024-09-18,Instagram,search,18-24,130.84,9376,110,0.0117,1,1.19,130.84,64.38,0.49
556,2024-09-18,LinkedIn,display,18-24,127.23,10359,48,0.0047,2,2.65,63.62,208.18,1.64
557,2024-09-18,LinkedIn,search,35-44,130.99,11664,134,0.0115,1,0.98,130.99,52.49,0.4
558,2024-09-19,Google,search,45-54,157.07,14582,547,0.0375,26,0.29,6.04,260,1.66
559,2024-09-19,Google,story,25-34,99.92,5833,228,0.0391,6,0.44,16.65,443.74,4.44
560,2024-09-19,Google,search,25-34,87.78,4846,169,0.0351,9,0.52,9.75,90,1.03
561,2024-09-19,TikTok,display,25-34,142.23,10094,197,0.0196,8,0.72,17.78,80,0.56
562,2024-09-19,TikTok,carousel,18-24,96.68,4041,61,0.0152,2,1.58,48.34,68.58,0.71
563,2024-09-19,LinkedIn,story,25-34,179.46,13005,97,0.0075,0,1.85,,0.0,0.0
564,2024-09-19,LinkedIn,carousel,45-54,267.87,25244,300,0.0119,7,0.89,38.27,158.71,0.59
565,2024-09-20,Google,display,45-54,169.16,5769,174,0.0302,6,0.97,28.19,458.33,2.71
566,2024-09-20,Google,video,45-54,60.83,4021,189,0.0471,4,0.32,15.21,163.86,2.69
567,2024-09-20,Instagram,display,45-54,67.21,2055,14,0.007,0,4.8,,0.0,0.0
568,2024-09-20,Instagram,carousel,45-54,200.62,10996,229,0.0209,9,0.88,22.29,403.13,2.01
569,2024-09-20,Instagram,story,45-54,214.73,12175,191,0.0157,4,1.12,53.68,130.6,0.61
570,2024-09-20,TikTok,story,55+,223.47,6194,82,0.0133,5,2.73,44.69,589.68,2.64
571,2024-09-20,TikTok,display,45-54,144.34,5711,99,0.0175,1,1.46,144.34,10.06,0.07
572,2024-09-20,TikTok,display,18-24,127.29,11214,167,0.0149,6,0.76,21.21,532.37,4.18
573,2024-09-21,Google,display,18-24,202.03,6258,203,0.0325,10,1.0,20.2,100,0.49
574,2024-09-21,Facebook,video,18-24,229.27,14727,237,0.0161,5,0.97,45.85,386.59,1.69
575,2024-09-21,Facebook,search,45-54,178.24,14261,79,0.0056,3,2.26,59.41,205.88,1.16
576,2024-09-21,Instagram,carousel,35-44,31.65,1594,19,0.0125,0,1.67,,0.0,0.0
577,2024-09-21,Instagram,display,25-34,158.15,4548,70,0.0155,2,2.26,79.08,132.22,0.84
578,2024-09-21,Instagram,search,55+,73.86,6313,118,0.0188,1,0.63,73.86,126.39,1.71
579,2024-09-21,TikTok,search,55+,20,861,18,0.0218,0,1.11,,0.0,0.0
580,2024-09-22,Google,search,55+,48.34,2497,82,0.0332,2,0.59,24.17,90.33,1.87
581,2024-09-22,TikTok,video,45-54,32.43,1180,23,0.02,1,1.41,32.43,108.03,3.33
582,2024-09-22,TikTok,search,18-24,138.07,4231,79,0.0187,0,1.75,,0.0,0.0
583,2024-09-22,LinkedIn,display,55+,271.98,10567,66,0.0063,1,4.12,271.98,59.08,0.22
584,2024-09-22,LinkedIn,carousel,35-44,226.34,15004,157,0.0105,2,1.44,113.17,153.89,0.68
585,2024-09-23,Google,video,35-44,277.67,22515,811,0.036,42,0.34,6.61,3111.58,11.21
586,2024-09-23,Google,carousel,35-44,170.87,7282,369,0.0508,8,0.46,21.36,683.5,4.0
587,2024-09-23,Facebook,video,18-24,144.57,7225,96,0.0133,1,1.51,144.57,57.19,0.4
588,2024-09-23,Facebook,display,45-54,80.15,5829,88,0.0151,1,0.91,80.15,46.23,0.58
589,2024-09-23,Facebook,story,25-34,59.36,5261,41,0.0079,0,1.45,,0.0,0.0
590,2024-09-23,TikTok,video,18-24,131.83,10699,146,0.0137,6,0.9,21.97,448.52,3.4
591,2024-09-23,TikTok,video,25-34,31.37,1859,32,0.0176,0,0.98,,,0.0
592,2024-09-23,TikTok,display,35-44,140.77,5428,81,0.015,1,1.74,140.77,100.66,0.72
593,2024-09-24,Google,display,18-24,177.83,11275,446,0.0396,18,0.4,9.88,1282.46,7.21
594,2024-09-24,Facebook,carousel,35-44,198.65,6395,108,0.0169,8,1.84,24.83,695.17,3.5
595,2024-09-24,Instagram,story,18-24,32.82,1970,33,0.017,0,0.99,,0.0,0.0
596,2024-09-24,Instagram,story,45-54,173.53,18304,192,0.0105,3,0.9,57.84,221.13,1.27
597,2024-09-24,Instagram,search,35-44,183.25,9484,149,0.0158,7,1.23,26.18,320.71,1.75
598,2024-09-25,Google,search,55+,222.98,8120,300,0.0371,2,0.74,111.49,119.03,0.53
599,2024-09-25,Facebook,carousel,18-24,47.54,3225,37,0.0116,1,1.28,47.54,49.27,1.04
600,2024-09-25,Facebook,story,55+,175.53,15088,215,0.0143,9,0.82,19.5,769.26,4.38
601,2024-09-25,Instagram,story,55+,182.65,14101,172,0.0123,5,1.06,36.53,230.28,1.26
602,2024-09-25,Instagram,display,45-54,205.73,15816,320,0.0203,6,0.64,34.29,308.18,1.5
603,2024-09-25,Instagram,search,35-44,153.6,10697,218,0.0204,3,0.7,51.2,184.99,1.2
604,2024-09-25,TikTok,display,35-44,98.67,2503,42,0.0168,1,2.35,98.67,,0.81
605,2024-09-25,TikTok,carousel,35-44,20,1428,24,0.0175,0,0.83,,0.0,0.0
606,2024-09-25,TikTok,search,25-34,207.72,16608,347,0.0209,8,0.6,25.96,512.38,2.47
607,2024-09-26,Facebook,story,55+,157.83,5905,50,0.0086,0,3.16,,0.0,0.0
608,2024-09-26,Facebook,display,45-54,76.41,3078,33,0.011,0,2.32,,0.0,0.0
609,2024-09-26,Instagram,search,45-54,212.38,8177,182,0.0223,5,1.17,42.48,247.36,1.16
610,2024-09-26,TikTok,carousel,55+,134.7,10524,210,0.02,1,0.64,134.7,24.45,0.18
611,2024-09-27,Google,search,25-34,126.27,9804,331,0.0338,5,0.38,25.25,278.08,2.2
612,2024-09-27,Google,display,35-44,197.15,21644,716,0.0331,11,0.28,17.92,823.03,4.17
613,2024-09-27,Facebook,carousel,35-44,213.73,26028,258,0.0099,10,0.83,21.37,,4.65
614,2024-09-27,Instagram,video,55+,225.15,22763,299,0.0131,11,0.75,20.47,657.93,2.92
615,2024-09-27,LinkedIn,video,18-24,20,1423,3,0.0027,0,6.67,,0,0.0
616,2024-09-29,Google,video,45-54,279.82,10145,365,0.0361,15,0.77,18.65,1377.34,4.92
617,2024-09-29,Google,carousel,55+,198.21,9265,277,0.0299,7,0.72,28.32,360.46,1.82
618,2024-09-29,Facebook,carousel,55+,128.49,4187,86,0.0207,3,1.49,42.83,156.69,1.22
619,2024-09-29,Instagram,carousel,45-54,135.85,6768,121,0.0179,4,1.12,33.96,370.24,2.73
620,2024-09-29,TikTok,search,55+,180.96,11835,261,0.0221,4,0.69,45.24,268.96,1.49
621,2024-09-29,LinkedIn,display,45-54,151.17,7792,63,0.0082,2,2.4,75.58,250.42,1.66
622,2024-09-29,LinkedIn,video,18-24,189.9,4505,31,0.0069,1,6.13,189.9,68.68,0.36
623,2024-09-29,LinkedIn,story,55+,113.3,4529,48,0.0106,0,2.36,,0.0,0.0
624,2024-09-30,Google,carousel,25-34,205.81,23107,989,0.0428,47,0.21,4.38,1689.65,8.21
625,2024-09-30,Google,video,18-24,176.11,14740,528,0.0359,13,0.33,13.55,1039.24,5.9
626,2024-09-30,LinkedIn,display,18-24,20,1767,18,0.0105,0,1.11,,0.0,0.0
627,2024-09-30,LinkedIn,display,45-54,142.53,8530,89,0.0105,1,1.6,142.53,75.47,0.53
628,2024-09-30,LinkedIn,carousel,35-44,38.81,3471,3,0.001,0,12.94,,0.0,0.0
629,2024-10-01,Google,story,18-24,198.3,11395,345,0.0303,10,0.57,19.83,393.36,1.98
630,2024-10-01,Google,carousel,25-34,113.66,8013,292,0.0365,11,0.39,10.33,1028.35,9.05
631,2024-10-01,Google,display,45-54,160.91,10571,357,0.0339,12,0.45,13.41,1170.04,7.27
632,2024-10-01,Facebook,display,18-24,123.22,4343,84,0.0195,1,1.47,123.22,80.26,0.65
633,2024-10-01,Facebook,story,55+,184.15,14811,230,0.0156,7,0.8,26.31,277.17,1.51
634,2024-10-01,Facebook,carousel,18-24,186.07,4279,41,0.0096,1,4.54,186.07,66.62,0.36
635,2024-10-01,Instagram,search,55+,128.72,7595,74,0.0099,1,1.74,128.72,129.23,1.0
636,2024-10-01,TikTok,video,18-24,191.68,16601,229,0.0139,8,0.84,23.96,891.61,4.65
637,2024-10-01,TikTok,story,35-44,135.35,11369,221,0.0195,13,0.61,10.41,1361.03,10.06
638,2024-10-01,LinkedIn,story,18-24,309.26,16051,30,0.0019,0,10.31,,0.0,0.0
639,2024-10-01,LinkedIn,carousel,55+,90.12,5983,94,0.0158,3,0.96,30.04,130.65,1.45
640,2024-10-02,Google,video,35-44,20,811,29,0.0367,0,0.69,,0.0,0.0
641,2024-10-02,Google,display,25-34,133.86,7614,272,0.0358,11,0.49,12.17,955.75,7.14
642,2024-10-02,Google,search,18-24,200.18,17348,634,0.0366,0,0.32,,0.0,0.0
643,2024-10-02,Facebook,story,18-24,165.02,9377,55,0.0059,2,3.0,82.51,131.84,0.8
644,2024-10-02,Facebook,carousel,55+,196.92,11168,223,0.02,5,0.88,39.38,329.18,1.67
645,2024-10-02,Instagram,video,55+,117.52,5312,124,0.0235,4,0.95,29.38,84.8,0.72
646,2024-10-02,Instagram,story,55+,203.4,19096,199,0.0104,3,1.02,67.8,215.93,1.06
647,2024-10-02,LinkedIn,display,45-54,173.47,7224,28,0.004,1,6.2,173.47,52.24,0.3
648,2024-10-02,LinkedIn,search,45-54,95.25,6212,44,0.0072,1,2.16,95.25,89.0,0.93
649,2024-10-02,LinkedIn,display,45-54,155.88,5441,38,0.007,1,4.1,155.88,31.88,0.2
650,2024-10-03,Facebook,display,35-44,208.18,11548,78,0.0068,2,2.67,104.09,237.46,1.14
651,2024-10-03,Facebook,display,35-44,171.95,10254,37,0.0037,1,4.65,171.95,40.65,0.24
652,2024-10-03,Instagram,carousel,25-34,80.67,4816,77,0.0161,1,1.05,80.67,61.44,0.76
653,2024-10-03,Instagram,display,18-24,20,1616,30,0.0191,0,0.67,,0.0,0.0
654,2024-10-03,TikTok,carousel,25-34,282.52,9925,187,0.0189,9,1.51,31.39,473.0,1.67
655,2024-10-03,LinkedIn,carousel,55+,20,1762,24,0.0137,0,0.83,,0.0,0.0
656,2024-10-03,LinkedIn,display,25-34,198.53,6113,38,0.0063,1,5.22,198.53,107.29,0.54
657,2024-10-03,LinkedIn,carousel,25-34,250.23,23506,59,0.0025,1,4.24,250.23,,0.29
658,2024-10-04,Facebook,display,45-54,215.36,21574,263,0.0122,5,0.82,43.07,586.44,2.72
659,2024-10-04,Facebook,display,45-54,96.69,9310,133,0.0143,0,0.73,,0.0,0.0
660,2024-10-04,Instagram,search,45-54,166.26,12161,62,0.0051,1,2.68,166.26,128.41,0.77
661,2024-10-04,Instagram,search,25-34,176.27,16730,256,0.0153,10,0.69,17.63,895.61,5.08
662,2024-10-04,Instagram,carousel,45-54,20,1493,22,0.0148,0,0.91,,0.0,0.0
663,2024-10-04,LinkedIn,display,45-54,118.75,8128,90,0.0111,3,1.32,39.58,78.54,0.66
664,2024-10-04,LinkedIn,carousel,25-34,160.79,11263,92,0.0082,3,1.75,53.6,183.44,1.14
665,2024-10-04,LinkedIn,display,18-24,168.0,9525,47,0.005,1,3.57,168.0,85.02,0.51
666,2024-10-05,Instagram,story,55+,68.32,3410,69,0.0203,1,0.99,68.32,78.35,1.15
667,2024-10-05,Instagram,video,18-24,176.31,6263,48,0.0078,0,3.67,,0.0,0.0
668,2024-10-06,Google,video,18-24,86.16,2505,79,0.0318,2,1.09,43.08,182.55,2.12
669,2024-10-06,Google,display,25-34,252.63,16823,642,0.0382,26,0.39,9.72,2751.79,10.89
670,2024-10-06,Google,video,18-24,20,919,34,0.037,0,0.59,,0.0,0.0
671,2024-10-06,Facebook,carousel,55+,141.22,13102,146,0.0112,5,0.97,28.24,410.03,2.9
672,2024-10-06,Facebook,display,25-34,249.53,11186,105,0.0094,4,2.38,62.38,515.99,2.07
673,2024-10-06,Facebook,search,25-34,311.75,11347,183,0.0161,6,1.7,51.96,155.8,0.5
674,2024-10-06,Instagram,search,18-24,277.88,12260,214,0.0175,2,1.3,138.94,150.56,0.54
675,2024-10-06,Instagram,carousel,35-44,73.55,3941,22,0.0056,0,3.34,,0.0,0.0
676,2024-10-06,TikTok,carousel,18-24,145.36,9854,312,0.0317,7,0.47,20.77,648.97,4.46
677,2024-10-06,TikTok,video,55+,231.57,14607,345,0.0236,15,0.67,15.44,577.27,2.49
678,2024-10-06,TikTok,story,18-24,118.31,10024,261,0.026,1,0.45,118.31,69.35,0.59
679,2024-10-06,LinkedIn,story,35-44,247.96,16964,248,0.0147,5,1.0,49.59,537.81,2.17
680,2024-10-06,LinkedIn,search,35-44,177.01,8799,77,0.0088,2,2.3,88.5,211.99,1.2
681,2024-10-06,LinkedIn,story,25-34,150.11,5204,24,0.0047,1,6.25,150.11,10,0.07
682,2024-10-07,Google,search,55+,20,1305,40,0.0308,0,0.5,,0.0,0.0
683,2024-10-07,Google,story,35-44,111.2,9220,328,0.0356,4,0.34,27.8,131.32,1.18
684,2024-10-07,Instagram,display,18-24,226.18,14322,165,0.0116,1,1.37,226.18,62.01,0.27
685,2024-10-07,Instagram,display,35-44,216.67,16192,121,0.0075,4,1.79,54.17,392.34,1.81
686,2024-10-07,Instagram,story,45-54,230.5,12629,114,0.009,3,2.02,76.83,231.88,1.01
687,2024-10-07,TikTok,carousel,25-34,210.25,21152,512,0.0242,9,0.41,23.36,926.04,4.4
688,2024-10-07,LinkedIn,video,25-34,206.41,12032,191,0.0159,2,1.08,103.2,162.82,0.79
689,2024-10-07,LinkedIn,search,55+,86.58,7095,7,0.001,0,12.37,,0.0,0.0
690,2024-10-08,Google,search,45-54,217.29,22706,853,0.0376,26,0.25,8.36,2448.61,11.27
691,2024-10-08,Google,display,45-54,206.37,15960,573,0.0359,35,0.36,5.9,431.32,2.09
692,2024-10-08,Google,carousel,35-44,309.71,18025,807,0.0448,16,0.38,19.36,1455.32,4.7
693,2024-10-08,Instagram,carousel,45-54,85.49,5110,66,0.0131,1,1.3,85.49,51.99,0.61
694,2024-10-08,Instagram,video,45-54,154.37,10617,134,0.0127,3,1.15,51.46,134.86,0.87
695,2024-10-08,TikTok,video,55+,50.36,5949,104,0.0176,3,0.48,16.79,247.44,4.91
696,2024-10-08,LinkedIn,display,45-54,102.66,8241,100,0.0121,1,1.03,102.66,82.42,0.8
697,2024-10-08,LinkedIn,video,18-24,256.46,23088,124,0.0054,4,2.07,64.11,399.57,1.56
698,2024-10-09,Google,search,25-34,272.36,19050,625,0.0328,15,0.44,18.16,150,0.55
699,2024-10-09,Google,story,25-34,136.37,9899,438,0.0443,8,0.31,17.05,405.49,2.97
700,2024-10-09,Google,story,45-54,161.5,7155,284,0.0397,8,0.57,20.19,710.27,4.4
701,2024-10-09,Instagram,carousel,55+,158.66,13025,316,0.0243,8,0.5,19.83,824.54,5.2
702,2024-10-09,Instagram,carousel,35-44,120.6,11779,217,0.0184,12,0.56,10.05,523.9,4.34
703,2024-10-09,TikTok,video,45-54,189.03,18202,198,0.0109,5,0.95,37.81,217.82,1.15
704,2024-10-09,TikTok,display,45-54,193.33,11957,209,0.0175,3,0.93,64.44,178.59,0.92
705,2024-10-09,TikTok,display,55+,99.95,9966,185,0.0186,6,0.54,16.66,161.57,1.62
706,2024-10-10,Google,story,55+,191.39,16243,704,0.0433,27,0.27,7.09,2470.79,12.91
707,2024-10-10,Instagram,search,25-34,20,992,15,0.0155,0,1.33,,0.0,0.0
708,2024-10-10,Instagram,video,18-24,20,1866,21,0.0115,0,0.95,,0.0,0.0
709,2024-10-10,TikTok,video,25-34,102.84,7353,171,0.0233,2,0.6,51.42,186.95,1.82
710,2024-10-10,TikTok,carousel,18-24,138.5,8287,149,0.018,7,0.93,19.79,233.6,1.69
711,2024-10-10,TikTok,video,25-34,229.34,24492,384,0.0157,8,0.6,28.67,781.35,3.41
712,2024-10-10,LinkedIn,carousel,45-54,189.53,16508,190,0.0115,5,1.0,37.91,305.52,1.61
713,2024-10-10,LinkedIn,display,45-54,319.79,24921,332,0.0134,9,0.96,35.53,368.59,1.15
714,2024-10-11,Google,video,25-34,178.05,18666,801,0.0429,26,0.22,6.85,1828.07,10.27
715,2024-10-11,Facebook,search,35-44,139.26,11435,167,0.0147,2,0.83,69.63,76.76,0.55
716,2024-10-11,Facebook,story,35-44,152.1,13131,186,0.0142,5,0.82,30.42,171.91,1.13
717,2024-10-11,Instagram,carousel,18-24,100.4,6656,144,0.0217,3,0.7,33.47,204.86,2.04
718,2024-10-11,Instagram,story,55+,92.11,7627,40,0.0053,1,2.3,92.11,100.71,1.09
719,2024-10-11,TikTok,display,55+,56.08,2262,41,0.0182,1,1.37,56.08,76.0,1.36
720,2024-10-11,LinkedIn,search,55+,20,2047,12,0.0062,0,1.67,,0.0,0.0
721,2024-10-12,Instagram,story,35-44,230.78,13682,156,0.0114,3,1.48,76.93,261.31,1.13
722,2024-10-12,Instagram,carousel,55+,128.22,5567,89,0.016,3,1.44,42.74,196.77,1.53
723,2024-10-12,TikTok,display,25-34,72.91,2813,33,0.0118,2,2.21,36.45,119.13,1.63
724,2024-10-13,Google,search,18-24,248.56,10405,352,0.0339,6,0.71,41.43,482.28,1.94
725,2024-10-13,Google,carousel,55+,51.88,2633,69,0.0264,1,0.75,51.88,58.83,1.13
726,2024-10-13,Instagram,video,25-34,87.75,5924,104,0.0176,4,0.84,21.94,386.19,4.4
727,2024-10-13,Instagram,display,45-54,249.35,8835,202,0.0229,4,1.23,62.34,343.38,1.38
728,2024-10-13,TikTok,display,35-44,242.86,14539,223,0.0154,3,1.09,80.95,286.05,1.18
729,2024-10-13,LinkedIn,search,45-54,110.49,5542,23,0.0043,0,4.8,,0.0,0.0
730,2024-10-14,TikTok,search,45-54,136.98,4192,56,0.0134,2,2.45,68.49,126.15,0.92
731,2024-10-15,Google,story,55+,164.13,20394,859,0.0421,22,0.19,7.46,1491.36,9.09
732,2024-10-15,Google,story,18-24,238.19,12753,418,0.0328,8,0.57,29.77,332.44,1.4
733,2024-10-15,Google,carousel,45-54,196.94,10956,364,0.0333,18,0.54,10.94,1982.54,10.07
734,2024-10-15,Facebook,story,18-24,201.53,10466,160,0.0154,3,1.26,67.18,159.7,0.79
735,2024-10-15,Instagram,video,55+,216.4,19084,326,0.0171,20,0.66,10.82,2207.03,10.2
736,2024-10-15,Instagram,story,55+,134.66,12841,162,0.0127,7,0.83,19.24,919.28,6.83
737,2024-10-15,LinkedIn,story,25-34,142.47,13028,80,0.0062,0,1.78,,0.0,0.0
738,2024-10-15,LinkedIn,video,45-54,77.66,3136,30,0.0097,1,2.59,77.66,,1.24
739,2024-10-15,LinkedIn,search,55+,207.63,16855,101,0.006,4,2.06,51.91,231.69,1.12
740,2024-10-16,Facebook,search,18-24,59.72,3890,52,0.0135,2,1.15,29.86,163.52,2.74
741,2024-10-16,Facebook,carousel,18-24,121.0,5753,51,0.0089,1,2.37,121.0,70.02,0.58
742,2024-10-16,Facebook,video,25-34,126.73,12138,65,0.0054,0,1.95,,0.0,0.0
743,2024-10-16,Instagram,display,35-44,62.92,4441,70,0.0159,1,0.9,62.92,89.46,1.42
744,2024-10-16,Instagram,search,45-54,124.41,12730,223,0.0175,3,0.56,41.47,222.47,1.79
745,2024-10-16,Instagram,search,55+,152.49,7085,75,0.0107,2,2.03,76.25,91.57,0.6
746,2024-10-16,TikTok,search,18-24,111.91,9776,242,0.0248,7,0.46,15.99,549.1,4.91
747,2024-10-16,TikTok,search,25-34,214.23,19494,525,0.027,8,0.41,26.78,504.35,2.35
748,2024-10-16,LinkedIn,video,45-54,20,1339,10,0.0075,0,2.0,,0.0,0.0
749,2024-10-17,Google,story,25-34,213.92,20203,589,0.0292,20,0.36,10.7,2003.96,9.37
750,2024-10-17,Facebook,story,55+,137.77,8150,104,0.0128,2,1.32,68.89,118.65,0.86
751,2024-10-17,Facebook,search,25-34,59.81,4022,65,0.0162,0,0.92,,0.0,0.0
752,2024-10-17,Facebook,carousel,18-24,143.46,10257,158,0.0155,7,0.91,20.49,490.74,3.42
753,2024-10-17,TikTok,display,18-24,84.48,8190,145,0.0177,0,0.58,,0.0,0.0
754,2024-10-17,TikTok,search,35-44,195.05,10049,167,0.0167,8,1.17,24.38,295.18,1.51
755,2024-10-17,TikTok,story,55+,193.69,16288,350,0.0215,0,0.55,,0.0,0.0
756,2024-10-18,Google,video,55+,57.6,4002,108,0.0271,3,0.53,19.2,218.92,3.8
757,2024-10-18,Google,story,18-24,162.71,9751,340,0.0349,7,0.48,23.24,704.26,4.33
758,2024-10-18,Instagram,carousel,18-24,235.04,14813,178,0.012,5,1.32,47.01,520.48,2.21
759,2024-10-18,Instagram,story,45-54,46.7,3469,58,0.0167,0,0.81,,0.0,0.0
760,2024-10-18,TikTok,video,18-24,115.77,8319,101,0.0122,1,1.15,115.77,69.84,0.6
761,2024-10-18,TikTok,carousel,18-24,136.75,10094,183,0.0182,7,0.75,19.54,428.03,3.13
762,2024-10-19,Google,video,18-24,228.41,10276,271,0.0265,8,0.84,28.55,320.93,1.41
763,2024-10-19,Google,search,25-34,226.01,7701,282,0.0366,10,0.8,22.6,755.46,3.34
764,2024-10-19,Facebook,search,55+,93.49,7103,37,0.0053,1,2.53,93.49,80.72,0.86
765,2024-10-19,Instagram,video,18-24,121.66,4959,7,0.0015,0,17.38,,0.0,0.0
766,2024-10-19,Instagram,story,35-44,72.61,4420,64,0.0146,2,1.13,36.3,229.25,3.16
767,2024-10-19,Instagram,search,35-44,146.09,11174,146,0.0131,4,1.0,36.52,480.46,3.29
768,2024-10-19,TikTok,story,18-24,296.88,10831,196,0.0181,6,1.51,49.48,547.03,1.84
769,2024-10-19,TikTok,carousel,55+,251.41,11432,339,0.0297,4,0.74,62.85,286.75,1.14
770,2024-10-19,TikTok,carousel,35-44,185.46,10306,241,0.0234,1,0.77,185.46,70.43,0.38
771,2024-10-19,LinkedIn,video,45-54,83.34,5643,56,0.0101,0,1.49,,0.0,0.0
772,2024-10-19,LinkedIn,video,35-44,229.06,7771,145,0.0188,3,1.58,76.35,260.14,1.14
773,2024-10-20,Google,story,25-34,173.27,5631,227,0.0404,9,0.76,19.25,584.16,3.37
774,2024-10-20,Google,display,25-34,159.46,5039,193,0.0384,6,0.83,26.58,276.97,1.74
775,2024-10-20,Google,video,18-24,297.53,13573,460,0.0339,17,0.65,17.5,1688.33,5.67
776,2024-10-20,Facebook,carousel,35-44,178.14,7772,83,0.0108,2,2.15,89.07,228.28,1.28
777,2024-10-20,Facebook,display,45-54,122.03,6814,55,0.0081,2,2.22,61.02,90.45,0.74
778,2024-10-20,Facebook,display,45-54,105.88,4336,37,0.0086,0,2.86,,0.0,0.0
779,2024-10-20,TikTok,story,25-34,309.84,17995,392,0.0218,6,0.79,51.64,60,0.19
780,2024-10-20,TikTok,story,45-54,20,477,12,0.0263,0,1.67,,0.0,0.0
781,2024-10-21,Google,search,45-54,94.04,12866,489,0.0381,22,0.19,4.27,2249.14,23.92
782,2024-10-21,Google,search,18-24,247.24,25042,1057,0.0422,44,0.23,5.62,3367.44,13.62
783,2024-10-21,Facebook,video,45-54,131.52,9603,21,0.0023,0,6.26,,0.0,0.0
784,2024-10-21,Facebook,display,18-24,102.96,3590,52,0.0147,0,1.98,,0.0,0.0
785,2024-10-21,Facebook,display,25-34,198.44,17830,180,0.0101,6,1.1,33.07,258.91,1.3
786,2024-10-21,LinkedIn,video,18-24,133.12,4778,30,0.0063,1,4.44,133.12,10,0.08
787,2024-10-21,LinkedIn,video,45-54,186.2,6514,20,0.0032,0,9.31,,0.0,0.0
788,2024-10-22,Google,video,55+,125.09,8147,305,0.0375,1,0.41,125.09,44.15,0.35
789,2024-10-22,Google,carousel,18-24,281.92,16254,630,0.0388,25,0.45,11.28,2343.72,8.31
790,2024-10-22,Google,video,18-24,64.76,4466,193,0.0433,1,0.34,64.76,65.5,1.01
791,2024-10-22,Instagram,video,25-34,79.17,3072,39,0.0129,1,2.03,79.17,57.73,0.73
792,2024-10-22,TikTok,story,45-54,192.88,11020,210,0.0191,4,0.92,48.22,202.3,1.05
793,2024-10-22,LinkedIn,carousel,25-34,174.92,13408,53,0.004,0,3.3,,0.0,0.0
794,2024-10-22,LinkedIn,search,55+,191.45,1335,5,0.0044,0,38.29,,0.0,0.0
795,2024-10-23,Google,display,35-44,117.33,11072,395,0.0357,27,0.3,4.35,792.86,6.76
796,2024-10-23,Google,display,35-44,200.92,14701,553,0.0376,4,0.36,50.23,188.14,0.94
797,2024-10-23,Instagram,display,18-24,244.01,10193,122,0.012,3,2.0,81.34,301.53,1.24
798,2024-10-23,Instagram,display,55+,190.26,20085,383,0.0191,22,0.5,8.65,1520.16,7.99
799,2024-10-23,Instagram,video,25-34,58.92,4052,17,0.0043,0,3.47,,0.0,0.0
800,2024-10-23,LinkedIn,story,45-54,115.51,6799,6,0.001,0,19.25,,0.0,0.0
801,2024-10-24,Facebook,display,35-44,116.66,12785,192,0.0151,8,0.61,14.58,205.55,1.76
802,2024-10-24,Facebook,search,35-44,292.62,15094,129,0.0086,5,2.27,58.52,403.79,1.38
803,2024-10-24,Facebook,video,18-24,199.46,10987,108,0.0099,2,1.85,99.73,212.85,1.07
804,2024-10-24,Instagram,carousel,18-24,243.91,16826,182,0.0108,6,1.34,40.65,481.95,1.98
805,2024-10-24,Instagram,carousel,18-24,175.45,12087,224,0.0186,14,0.78,12.53,1573.79,8.97
806,2024-10-24,LinkedIn,search,35-44,215.95,16562,218,0.0132,4,0.99,53.99,,0.36
807,2024-10-24,LinkedIn,search,35-44,155.31,12748,235,0.0185,1,0.66,155.31,33.44,0.22
808,2024-10-25,Google,video,45-54,147.4,14751,577,0.0391,26,0.26,5.67,1966.28,13.34
809,2024-10-25,Facebook,search,25-34,141.35,10906,83,0.0077,5,1.7,28.27,396.36,2.8
810,2024-10-25,Facebook,search,35-44,186.07,13494,150,0.0112,6,1.24,31.01,351.57,1.89
811,2024-10-25,Facebook,search,45-54,151.05,16442,243,0.0148,2,0.62,75.53,70.62,0.47
812,2024-10-25,Instagram,search,45-54,152.65,8665,216,0.0249,9,0.71,16.96,694.45,4.55
813,2024-10-25,Instagram,video,35-44,147.7,11834,136,0.0115,3,1.09,49.23,149.99,1.02
814,2024-10-25,Instagram,display,25-34,20,1743,35,0.0205,0,0.57,,0.0,0.0
