session_id,user_id,timestamp,device,traffic_source,duration_seconds,pages_viewed,bounce,converted,cart_value
S000756,2133,2024-03-24 11:12,Desktop,Paid,431,9,0,1,77.09
S000757,7494,2024-03-17 11:13,Mobile,Referral,200,3,0,0,0
S000758,3363,2024-04-06 08:22,Mobile,Organic,175,3,0,0,0
S000759,7833,2024-05-07 06:30,Desktop,Direct,282,5,0,0,0
S000760,8381,2024-04-27 06:29,Tablet,Social,202,5,0,0,0
S000761,1674,2024-05-15 21:45,Tablet,Organic,362,8,0,0,0
S000762,8774,2024-04-14 10:31,Desktop,Direct,585,8,0,1,60.7
S000763,6008,2024-02-05 23:22,Mobile,Organic,204,2,0,0,0
S000764,5357,2024-05-29 01:20,Mobile,Paid,136,2,0,0,0
S000765,5358,2024-03-16 08:30,Mobile,Organic,13,1,1,0,0
S000766,6800,2024-05-14 17:05,Mobile,Referral,190,4,0,0,0
S000767,8432,2024-04-16 09:21,Desktop,Paid,347,5,0,0,0
S000768,9139,2024-04-12 02:33,Desktop,Social,315,6,0,1,31.49
S000769,9708,2024-01-29 00:50,Tablet,Organic,240,7,0,0,0
S000770,2030,2024-02-02 20:36,Mobile,Social,84,1,1,0,0
S000771,1339,2024-04-15 02:32,Mobile,Direct,193,3,0,0,0
S000772,1749,2024-03-06 20:22,Mobile,Email,406,8,0,0,0
S000773,5311,2024-06-22 03:29,Tablet,Social,261,4,0,0,0
S000774,6659,2024-06-24 08:57,Desktop,Social,168,3,0,0,0
S000775,3712,2024-06-17 09:10,Tablet,Social,245,4,0,0,0
S000776,5483,2024-05-06 15:53,Mobile,Email,214,3,0,0,0
S000777,3447,2024-05-04 08:58,Desktop,Organic,138,2,0,0,0
S000778,3276,2024-02-21 23:36,Mobile,Direct,200,5,0,0,0
S000779,3829,2024-04-13 12:38,Mobile,Paid,122,3,0,0,0
S000780,4426,2024-03-12 13:50,Tablet,Email,56,1,1,0,0
S000781,2019,2024-05-07 03:30,Desktop,Direct,250,4,0,0,0
S000782,7705,2024-05-08 23:40,Desktop,Paid,168,4,0,0,0
S000783,4038,2024-06-10 19:46,Mobile,Social,52,1,1,0,0
S000784,4110,2024-01-02 09:42,Tablet,Organic,,1,1,0,0
S000785,9936,2024-02-24 10:06,Mobile,Direct,169,3,0,0,0
S000786,8636,2024-05-20 16:21,Desktop,Referral,243,9,0,1,
S000787,4747,2024-05-06 17:57,Mobile,Paid,182,3,0,0,0
S000788,5145,2024-05-18 21:17,Mobile,Email,213,4,0,0,0
S000789,4770,2024-04-30 02:32,Desktop,Direct,323,7,0,0,0
S000790,3106,2024-04-29 06:06,Mobile,Email,171,7,0,0,0
S000791,7322,2024-02-01 10:42,Desktop,Social,20,1,1,0,0
S000792,5922,2024-05-07 08:36,Mobile,Social,86,1,1,0,0
S000793,7817,2024-03-18 17:34,Mobile,Paid,347,4,0,0,0
S000794,5854,2024-05-21 19:43,Tablet,Social,177,1,1,0,0
S000795,3220,2024-01-24 11:52,Desktop,Organic,193,3,0,0,0
S000796,7293,2024-05-29 17:30,Desktop,Email,292,6,0,0,0
S000797,2682,2024-02-01 07:01,Desktop,Paid,559,13,0,0,0
S000798,7369,2024-04-09 09:34,Tablet,Paid,109,3,0,0,0
S000799,8278,2024-03-09 02:15,Mobile,Direct,254,7,0,0,0
S000800,5678,2024-05-23 22:51,Tablet,Paid,228,5,0,0,0
