customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,num_support_tickets,avg_monthly_usage_gb,num_products,has_premium,satisfaction_score,age_group,churned
619,36,63.74,2191.87,Month-to-Month,Credit_Card,2,15.17,4,0,4,26-35,0
620,43,97.3,4100.04,Two-Year,Auto_Debit,7,0.5,2,0,3,26-35,0
621,24,62.3,1478.34,Month-to-Month,Bank_Transfer,2,16.51,2,0,4,26-35,0
622,20,100.11,1939.97,Month-to-Month,Bank_Transfer,0,11.63,4,0,5,18-25,1
623,24,56.51,1381.19,One-Year,E-Wallet,5,11.17,5,1,4,56+,0
624,30,88.2,2543.98,One-Year,E-Wallet,1,23.26,2,1,3,56+,0
625,51,46.98,2226.05,Two-Year,Bank_Transfer,1,17.59,4,1,4,56+,0
626,1,124.64,126.11,Month-to-Month,Auto_Debit,0,21.3,3,0,3,36-45,1
627,22,70.89,1473.86,Month-to-Month,Credit_Card,6,21.04,3,0,4,36-45,1
628,1,84.2,82.94,Month-to-Month,Auto_Debit,9,13.65,3,0,2,18-25,1
629,51,78.51,3985.59,Two-Year,Credit_Card,2,0.5,4,0,2,56+,0
630,10,73.76,704.31,Month-to-Month,Credit_Card,2,21.79,5,0,4,56+,1
631,42,86.3,3790.18,Two-Year,Bank_Transfer,7,13.78,5,0,4,46-55,0
632,13,95.53,1299.71,Month-to-Month,E-Wallet,0,12.82,2,0,2,18-25,0
633,41,30.16,1252.39,One-Year,Credit_Card,2,10.18,1,0,4,26-35,0
634,35,32.42,1161.85,Month-to-Month,E-Wallet,1,12.17,4,0,2,46-55,1
635,43,35.53,1384.68,One-Year,Auto_Debit,0,15.66,1,0,2,36-45,0
636,1,78.19,72.06,Month-to-Month,E-Wallet,3,22.45,3,1,2,46-55,1
637,54,75.04,4368.77,Two-Year,Auto_Debit,6,24.67,1,1,3,26-35,0
638,30,65.63,2099.76,Month-to-Month,Auto_Debit,3,16.22,1,1,3,36-45,1
639,25,76.39,2055.43,One-Year,Auto_Debit,2,23.18,3,0,3,18-25,0
640,19,98.0,1985.59,One-Year,Auto_Debit,2,20.22,4,0,4,46-55,0
641,22,97.38,1838.03,Month-to-Month,Bank_Transfer,0,8.88,2,0,2,56+,1
642,17,45.01,791.83,One-Year,E-Wallet,2,17.95,5,1,1,36-45,0
643,1,39.86,38.13,Month-to-Month,Bank_Transfer,4,27.87,4,0,3,18-25,1
644,19,40.94,796.62,Month-to-Month,Auto_Debit,0,17.79,2,0,2,46-55,0
645,38,61.37,2460.77,One-Year,Credit_Card,5,27.35,1,0,2,56+,0
646,34,78.65,,One-Year,Bank_Transfer,0,19.16,3,0,2,18-25,0
647,40,20,798.95,One-Year,Auto_Debit,4,4.05,3,1,1,56+,0
648,6,56.52,310.2,One-Year,Credit_Card,5,10.1,1,0,3,18-25,0
649,27,64.86,1762.73,One-Year,Auto_Debit,4,24.54,2,1,3,26-35,1
650,1,86.65,85.61,Month-to-Month,Auto_Debit,0,18.35,2,0,3,46-55,0
651,28,91.09,2510.35,Month-to-Month,E-Wallet,0,19.01,3,0,3,56+,0
652,1,91.42,82.62,Month-to-Month,Auto_Debit,3,4.12,2,1,3,36-45,1
653,36,75.4,,Month-to-Month,Auto_Debit,3,23.12,4,1,3,36-45,0
654,17,77.81,1266.15,Month-to-Month,Credit_Card,0,17.66,5,0,2,18-25,1
655,1,107.0,103.17,Month-to-Month,E-Wallet,1,18.41,1,0,1,18-25,1
656,14,20,296.1,Month-to-Month,Credit_Card,2,9.42,3,0,2,18-25,0
657,67,51.21,3475.97,Two-Year,Bank_Transfer,1,2.19,5,0,5,56+,0
658,9,79.35,681.17,Month-to-Month,Bank_Transfer,0,14.1,2,0,2,46-55,1
659,13,69.32,853.6,Month-to-Month,Credit_Card,7,21.27,1,0,3,18-25,0
660,27,36.48,,Month-to-Month,Bank_Transfer,4,17.15,2,1,3,46-55,1
661,17,49.48,845.84,One-Year,Credit_Card,0,8.11,5,0,3,18-25,0
662,32,66.38,2038.66,One-Year,Bank_Transfer,2,1.18,3,1,3,36-45,0
663,38,52.64,2073.71,Month-to-Month,Bank_Transfer,3,12.87,5,1,3,56+,1
664,11,35.88,389.54,Month-to-Month,Bank_Transfer,3,14.34,5,0,3,56+,1
665,35,155.4,5605.72,One-Year,E-Wallet,7,8.2,1,1,4,26-35,0
666,16,67.48,1141.17,Month-to-Month,E-Wallet,0,13.58,5,0,4,46-55,0
667,54,35.12,1979.5,Two-Year,Credit_Card,0,22.1,1,0,3,46-55,0
668,4,85.19,303.21,Month-to-Month,E-Wallet,0,14.91,5,0,1,18-25,0
669,32,48.27,1590.08,Month-to-Month,Credit_Card,5,18.7,5,1,4,26-35,0
670,31,109.25,,Month-to-Month,Bank_Transfer,11,3.56,1,1,4,26-35,1
671,28,118.49,3473.3,Month-to-Month,E-Wallet,1,16.57,3,0,3,26-35,1
672,23,104.64,2441.37,Month-to-Month,E-Wallet,3,0.5,2,0,4,26-35,1
673,36,74.66,2672.73,One-Year,Auto_Debit,0,1.72,5,0,3,26-35,0
674,5,31.19,154.04,Month-to-Month,Bank_Transfer,0,10.93,5,0,2,46-55,0
675,30,106.91,2956.76,One-Year,E-Wallet,2,15.4,1,0,3,18-25,1
676,7,70.17,551.16,One-Year,Credit_Card,8,18.21,4,0,2,26-35,1
677,23,73.13,1743.04,One-Year,Bank_Transfer,2,14.1,5,0,3,36-45,0
678,36,62.73,2079.49,Month-to-Month,E-Wallet,3,3.72,3,0,4,46-55,1
679,21,71.46,1495.76,Month-to-Month,E-Wallet,2,23.71,3,0,3,36-45,0
680,19,66.51,1121.97,Month-to-Month,Auto_Debit,3,7.63,1,1,5,56+,1
681,27,97.67,2698.66,One-Year,Bank_Transfer,6,14.59,5,1,4,36-45,1
682,19,103.65,2029.89,One-Year,Credit_Card,5,19.76,5,0,3,18-25,0
683,37,37.25,1270.82,One-Year,E-Wallet,0,15.79,1,0,2,26-35,1
684,22,101.56,2299.53,Month-to-Month,Credit_Card,4,25.8,4,1,4,46-55,0
685,18,35.32,677.27,One-Year,E-Wallet,5,19.24,4,0,4,26-35,0
686,52,118.85,5827.88,Two-Year,Bank_Transfer,1,7.85,3,1,2,36-45,0
687,23,64.38,1460.3,One-Year,E-Wallet,7,3.09,5,1,2,18-25,1
688,26,64.33,1748.62,One-Year,Bank_Transfer,4,1.27,3,0,3,26-35,1
689,58,139.85,7656.17,One-Year,Credit_Card,5,15.48,5,0,3,46-55,0
690,36,72.54,2697.94,Two-Year,Bank_Transfer,1,8.48,2,0,4,46-55,0
691,19,60.08,1059.6,Month-to-Month,E-Wallet,0,17.32,2,0,3,46-55,0
692,36,72.4,2597.03,One-Year,Auto_Debit,0,14.59,4,0,2,18-25,0
693,20,100.64,1998.33,Month-to-Month,E-Wallet,2,6.04,2,1,3,26-35,1
694,27,42.23,1219.92,One-Year,Credit_Card,4,26.13,1,0,1,26-35,0
695,39,94.34,3455.66,One-Year,E-Wallet,1,28.08,2,0,2,18-25,1
696,39,72.32,2948.39,Two-Year,Bank_Transfer,1,16.03,5,0,4,26-35,0
697,2,94.96,196.15,Month-to-Month,E-Wallet,5,7.77,5,0,5,36-45,1
698,7,108.16,748.98,Month-to-Month,Auto_Debit,0,10.6,2,0,5,46-55,0
699,9,83.43,834.56,Month-to-Month,Bank_Transfer,5,12.06,3,0,3,36-45,1
700,19,54.72,994.14,Month-to-Month,Auto_Debit,0,20.76,4,0,2,26-35,0
701,4,81.13,336.86,Month-to-Month,Credit_Card,0,0.5,2,0,3,46-55,1
702,50,58.51,3079.51,One-Year,E-Wallet,0,14.67,2,0,3,36-45,0
703,27,77.86,2025.09,Month-to-Month,Auto_Debit,3,37.8,5,0,2,18-25,1
704,20,93.31,1963.51,One-Year,Auto_Debit,2,8.74,5,0,2,36-45,0
705,6,41.18,,Month-to-Month,Auto_Debit,0,6.26,1,0,4,36-45,1
706,23,72.86,1684.0,Month-to-Month,Auto_Debit,8,17.03,1,0,3,36-45,1
707,28,107.53,2881.93,Month-to-Month,Credit_Card,1,8.76,1,0,3,26-35,1
708,19,94.85,1789.16,One-Year,E-Wallet,0,22.48,1,1,,26-35,1
709,30,42.45,1324.23,One-Year,E-Wallet,3,22.79,3,0,,36-45,0
710,18,63.31,1079.41,Month-to-Month,Bank_Transfer,4,9.63,2,0,5,56+,0
711,14,56.37,770.9,Month-to-Month,E-Wallet,2,14.99,1,1,2,18-25,1
712,33,78.62,2681.43,One-Year,Bank_Transfer,0,8.82,5,1,3,18-25,1
713,28,83.63,2159.1,Month-to-Month,Bank_Transfer,1,3.22,2,0,3,46-55,0
714,22,106.1,2405.72,One-Year,E-Wallet,1,6.89,5,1,4,26-35,0
715,14,20,312.87,One-Year,E-Wallet,4,24.87,3,1,3,26-35,0
716,8,63.89,559.16,Month-to-Month,Auto_Debit,0,17.73,5,0,4,46-55,1
717,21,107.23,2225.83,Month-to-Month,Auto_Debit,0,9.77,1,0,3,36-45,0
718,24,69.78,1623.15,Month-to-Month,Auto_Debit,0,11.18,1,1,3,18-25,1
719,18,68.46,1242.21,Month-to-Month,Credit_Card,0,11.65,1,0,3,56+,0
720,10,59.32,616.28,Month-to-Month,Auto_Debit,0,35.49,5,0,4,26-35,0
721,36,58.72,2191.2,One-Year,Credit_Card,0,9.3,4,0,4,36-45,0
722,15,104.06,1626.13,Month-to-Month,Credit_Card,6,13.79,4,0,2,26-35,1
723,39,20,782.59,One-Year,Credit_Card,0,10.17,3,0,3,18-25,0
724,19,63.46,1152.29,Month-to-Month,E-Wallet,1,16.85,2,1,3,56+,0
725,42,49.69,2246.85,One-Year,Auto_Debit,1,24.98,5,0,2,36-45,0
726,5,104.44,522.39,Month-to-Month,E-Wallet,0,1.33,4,0,4,26-35,0
727,32,66.58,2158.86,One-Year,Bank_Transfer,3,10.22,5,1,3,46-55,0
728,44,63.7,2735.97,One-Year,Bank_Transfer,6,31.93,3,1,5,46-55,0
729,33,104.61,3474.22,Two-Year,Auto_Debit,0,4.68,1,0,4,36-45,0
730,10,68.67,675.45,Month-to-Month,E-Wallet,0,20.64,5,0,3,46-55,0
731,13,66.49,931.43,Month-to-Month,Auto_Debit,0,4.81,2,0,3,56+,0
732,40,72.09,2819.85,Month-to-Month,Credit_Card,2,14.54,3,1,4,26-35,0
733,12,30.69,350.23,Month-to-Month,Bank_Transfer,0,14.98,2,0,4,36-45,0
734,33,65.22,2075.86,One-Year,Bank_Transfer,5,10.1,1,1,5,46-55,0
735,19,93.48,1678.31,One-Year,Credit_Card,0,15.45,2,0,4,26-35,0
736,32,86.62,2823.15,One-Year,E-Wallet,4,19.61,2,0,3,18-25,0
737,21,43.12,860.19,Month-to-Month,Credit_Card,3,8.46,2,0,3,18-25,1
738,8,79.75,651.49,Month-to-Month,Auto_Debit,3,26.24,2,1,2,36-45,1
739,29,70.41,2077.44,Two-Year,Bank_Transfer,7,13.8,4,0,3,46-55,0
740,24,61.04,1368.59,Month-to-Month,Auto_Debit,0,17.64,1,1,3,46-55,0
741,4,73.1,299.14,Month-to-Month,Credit_Card,0,27.49,5,0,4,56+,0
742,45,75.7,3410.38,One-Year,Bank_Transfer,0,12.86,1,0,3,56+,0
743,47,79.41,3302.58,One-Year,E-Wallet,2,14.22,4,0,5,56+,0
744,1,97.69,100.03,Month-to-Month,Credit_Card,0,20.73,2,1,5,36-45,0
745,15,57.6,812.44,One-Year,Auto_Debit,2,12.14,3,0,5,26-35,0
746,17,93.93,1589.13,Month-to-Month,Auto_Debit,5,18.49,1,0,3,46-55,1
747,30,35.66,1113.57,Month-to-Month,Bank_Transfer,0,15.97,4,0,4,36-45,1
748,23,96.64,2147.82,Month-to-Month,Credit_Card,0,9.92,3,1,3,26-35,0
749,33,73.16,2325.2,One-Year,Bank_Transfer,4,21.52,5,0,2,36-45,0
750,53,62.71,3352.36,One-Year,E-Wallet,1,31.54,4,0,3,46-55,0
751,19,74.25,1357.64,Month-to-Month,Auto_Debit,0,24.47,1,1,3,56+,1
752,25,72.52,1821.63,One-Year,E-Wallet,6,29.62,3,0,1,26-35,1
753,32,63.88,2027.31,Month-to-Month,E-Wallet,5,14.93,2,0,3,26-35,0
754,13,58.91,761.09,Month-to-Month,Bank_Transfer,0,4.84,2,0,3,26-35,1
755,24,94.14,2108.26,One-Year,Auto_Debit,1,17.16,1,0,4,56+,1
756,9,71.45,647.99,Month-to-Month,Bank_Transfer,4,20.07,3,0,2,36-45,0
757,19,50.84,880.29,Month-to-Month,Bank_Transfer,3,16.19,2,0,2,18-25,0
758,3,77.35,237.06,Month-to-Month,Credit_Card,9,0.5,3,1,3,36-45,1
759,27,88.54,2344.56,Month-to-Month,Auto_Debit,0,25.47,5,0,4,18-25,0
760,39,95.33,3860.2,One-Year,Auto_Debit,2,23.63,1,1,3,26-35,0
761,21,100.04,2261.35,One-Year,E-Wallet,5,23.22,1,0,2,46-55,1
762,12,78.18,949.42,Month-to-Month,Auto_Debit,1,11.98,2,0,2,36-45,1
763,15,61.05,918.52,One-Year,Bank_Transfer,0,19.87,3,0,1,36-45,0
764,1,60.43,55.69,Month-to-Month,Auto_Debit,5,6.55,1,0,1,36-45,0
765,40,121.53,4805.03,Month-to-Month,Bank_Transfer,9,0.5,1,0,3,18-25,1
766,1,67.03,67.47,Month-to-Month,Bank_Transfer,0,6.4,4,0,5,56+,0
767,9,82.95,731.95,Month-to-Month,Auto_Debit,2,0.5,5,1,3,56+,1
768,8,67.46,567.84,One-Year,E-Wallet,0,21.36,5,1,2,56+,0
769,22,75.77,1608.6,One-Year,E-Wallet,8,7.81,5,1,3,18-25,0
770,14,73.64,954.2,Month-to-Month,Bank_Transfer,0,0.5,3,1,2,26-35,1
771,40,77.22,3313.65,One-Year,Bank_Transfer,3,7.96,4,1,4,18-25,0
772,43,71.15,2996.53,Two-Year,Auto_Debit,1,12.48,2,0,3,46-55,0
773,48,55.92,2797.99,One-Year,E-Wallet,0,0.5,2,1,5,36-45,0
774,32,78.41,2513.01,One-Year,E-Wallet,3,22.05,2,0,3,18-25,0
775,38,85.69,3131.64,Month-to-Month,Bank_Transfer,7,13.2,5,0,5,26-35,0
776,63,109.23,7094.37,Two-Year,Auto_Debit,8,27.67,4,0,2,18-25,1
777,27,118.78,3412.51,One-Year,Auto_Debit,0,13.76,4,0,3,56+,0
778,14,58.92,891.87,Month-to-Month,Credit_Card,0,18.84,2,0,2,36-45,1
779,21,71.0,1567.01,One-Year,Credit_Card,2,0.5,1,0,4,46-55,0
780,42,98.7,4231.36,Two-Year,E-Wallet,7,12.47,2,0,4,26-35,0
781,1,87.97,86.08,Month-to-Month,Credit_Card,0,29.96,1,0,2,46-55,0
782,1,35.84,35.54,Month-to-Month,Auto_Debit,2,24.4,4,1,2,46-55,0
783,1,62.61,58.39,One-Year,E-Wallet,6,6.39,4,0,3,46-55,1
784,33,55.36,1907.14,One-Year,Auto_Debit,5,14.31,5,0,1,36-45,1
785,49,116.06,5729.19,Two-Year,Bank_Transfer,3,9.6,2,0,1,46-55,0
786,1,60.62,60.26,Month-to-Month,Auto_Debit,0,20.65,5,0,2,18-25,0
787,9,79.52,697.32,Month-to-Month,Bank_Transfer,4,14.87,4,0,3,46-55,1
788,10,49.94,528.04,Month-to-Month,E-Wallet,0,14.23,4,0,4,36-45,0
789,1,58.47,58.17,Month-to-Month,Auto_Debit,4,15.64,5,0,4,56+,1
790,38,55.63,2160.32,One-Year,E-Wallet,0,21.21,2,0,3,18-25,0
791,36,90.74,3429.83,Two-Year,Bank_Transfer,0,16.11,2,1,4,26-35,0
792,31,90.85,3069.23,One-Year,Credit_Card,0,32.2,3,0,3,18-25,0
793,36,120.98,4300.47,Month-to-Month,Auto_Debit,1,19.17,5,0,1,46-55,0
794,10,84.96,903.77,Month-to-Month,Credit_Card,0,17.14,2,0,1,18-25,0
795,8,82.91,684.24,Month-to-Month,Auto_Debit,3,9.57,4,0,3,18-25,1
796,2,59.64,117.57,Month-to-Month,Auto_Debit,1,30.54,3,1,,46-55,1
797,36,70.6,2471.06,Month-to-Month,Auto_Debit,2,3.75,1,0,3,36-45,1
798,24,52.54,1310.5,Month-to-Month,Credit_Card,4,19.27,3,0,2,46-55,0
799,34,51.22,1675.32,One-Year,Auto_Debit,2,14.23,1,1,3,36-45,0
800,31,61.52,1949.19,One-Year,Credit_Card,2,11.55,5,1,2,18-25,0
801,30,69.94,1916.18,Month-to-Month,E-Wallet,3,18.94,2,1,4,56+,1
802,22,75.07,1652.97,Month-to-Month,E-Wallet,0,19.27,1,1,2,46-55,1
803,13,102.52,1439.85,Month-to-Month,E-Wallet,1,8.65,2,0,3,18-25,1
804,14,78.18,1117.47,Month-to-Month,Bank_Transfer,2,14.03,1,1,3,26-35,1
805,28,55.6,1503.86,One-Year,Bank_Transfer,0,14.44,4,1,3,56+,0
806,44,94.86,4212.3,Two-Year,Credit_Card,0,24.22,3,0,3,56+,0
807,29,73.41,2134.43,Month-to-Month,E-Wallet,7,11.69,1,1,2,18-25,1
808,28,68.81,2057.53,Month-to-Month,E-Wallet,0,15.75,1,0,5,26-35,0
809,1,80.71,86.93,Month-to-Month,E-Wallet,0,29.21,2,1,3,56+,1
810,34,57.45,2003.64,One-Year,E-Wallet,0,6.06,1,1,4,18-25,0
811,24,52.58,1254.64,Month-to-Month,Credit_Card,2,10.02,4,1,5,26-35,1
812,18,135.59,2595.94,Month-to-Month,E-Wallet,0,10.4,2,0,4,46-55,1
813,43,65.02,2589.32,Two-Year,Auto_Debit,5,14.55,2,1,4,56+,0
814,30,50.12,1392.4,One-Year,Auto_Debit,0,18.1,5,1,2,56+,0
815,23,53.76,1259.32,Month-to-Month,E-Wallet,1,23.98,2,0,2,26-35,0
816,19,80.94,1469.99,Month-to-Month,Bank_Transfer,3,6.48,5,0,1,26-35,0
817,27,50.41,1327.51,Month-to-Month,Auto_Debit,0,31.67,1,0,,36-45,1
818,12,57.82,685.37,One-Year,E-Wallet,0,19.21,5,1,3,18-25,0
819,30,24.08,745.08,Month-to-Month,Credit_Card,0,28.6,1,0,3,36-45,0
820,34,71.02,2326.16,Two-Year,Auto_Debit,1,7.58,1,1,4,18-25,0
821,41,61.18,2522.41,One-Year,Auto_Debit,2,6.25,4,1,1,36-45,0
822,26,35.3,951.91,Month-to-Month,Credit_Card,4,0.5,1,0,5,46-55,0
823,27,40.09,1051.55,One-Year,Credit_Card,3,7.43,3,0,,26-35,0
824,39,54.1,2191.51,One-Year,Auto_Debit,0,5.01,3,1,2,56+,0
825,11,91.87,1045.91,Month-to-Month,Auto_Debit,2,29.1,4,0,4,56+,1
826,36,93.07,3201.58,One-Year,Bank_Transfer,0,21.02,3,1,5,26-35,0
827,31,87.66,3015.17,One-Year,E-Wallet,0,29.67,3,1,3,46-55,0
828,1,91.5,82.8,Month-to-Month,Credit_Card,1,0.5,5,0,3,18-25,0
829,33,50.99,1620.74,One-Year,Credit_Card,3,21.23,5,1,3,46-55,0
830,26,49.18,1293.56,Month-to-Month,E-Wallet,0,21.51,1,1,3,46-55,1
831,4,48.42,183.14,Month-to-Month,Credit_Card,0,15.85,1,0,3,36-45,0
832,23,100.79,,Month-to-Month,Credit_Card,0,16.26,5,1,3,18-25,1
833,11,102.58,1060.45,Month-to-Month,E-Wallet,0,28.27,5,0,3,26-35,1
834,19,81.73,1484.67,One-Year,Credit_Card,1,21.72,3,0,4,46-55,1
835,13,71.9,913.02,Month-to-Month,Auto_Debit,6,11.26,1,1,2,26-35,1
836,49,41.87,2087.09,Two-Year,Bank_Transfer,1,18.59,2,0,3,18-25,0
837,40,89.21,,Two-Year,Auto_Debit,2,25.63,2,0,4,26-35,0
838,7,110.42,814.79,Month-to-Month,Credit_Card,9,19.95,4,0,5,46-55,1
839,10,88.94,966.59,Month-to-Month,E-Wallet,0,21.54,1,0,2,18-25,0
840,37,88.55,3170.76,One-Year,Bank_Transfer,2,17.94,5,0,2,36-45,0
841,24,75.04,1733.22,One-Year,E-Wallet,5,18.49,5,0,1,46-55,0
842,29,20,629.72,One-Year,Auto_Debit,3,14.31,3,0,3,18-25,0
843,20,92.91,1948.4,One-Year,Bank_Transfer,2,1.85,5,0,5,26-35,1
844,8,74.09,614.87,Month-to-Month,E-Wallet,0,10.16,5,1,4,56+,1
845,23,67.86,1476.28,Month-to-Month,Auto_Debit,0,13.8,5,1,3,56+,0
846,49,46.5,2270.05,Two-Year,Bank_Transfer,0,26.47,2,0,2,46-55,0
847,49,40.52,1982.52,One-Year,E-Wallet,3,17.87,1,0,4,26-35,0
848,48,99.06,4802.16,Two-Year,Auto_Debit,0,25.79,5,0,3,46-55,1
849,2,89.77,183.39,Month-to-Month,E-Wallet,5,15.42,3,0,3,26-35,1
850,33,82.03,2844.54,Two-Year,Bank_Transfer,4,8.06,2,1,1,56+,0
851,69,43.42,3318.11,Two-Year,Bank_Transfer,1,15.17,3,1,3,18-25,0
852,30,84.59,2356.34,One-Year,Credit_Card,1,21.07,5,0,5,46-55,1
853,23,35.5,864.83,Month-to-Month,Auto_Debit,0,18.76,3,0,2,46-55,0
854,27,40.13,1077.8,Month-to-Month,E-Wallet,2,16.8,5,0,3,18-25,1
855,49,123.92,6155.56,Two-Year,Bank_Transfer,0,15.7,5,1,3,18-25,0
856,9,67.11,567.21,Month-to-Month,Bank_Transfer,0,14.49,2,0,4,56+,1
857,31,91.54,2780.81,Month-to-Month,Auto_Debit,6,9.72,1,1,3,46-55,1
858,21,68.11,1413.41,Month-to-Month,Auto_Debit,4,4.49,1,1,4,36-45,1
859,43,62.98,2773.81,Two-Year,Credit_Card,0,27.47,1,0,3,56+,0
860,33,95.65,3397.84,One-Year,E-Wallet,0,0.5,2,0,3,56+,0
861,61,40.36,2587.59,Two-Year,E-Wallet,1,8.97,3,1,3,18-25,0
862,22,78.72,1558.2,Month-to-Month,Auto_Debit,0,16.85,2,0,4,18-25,0
863,1,22.56,24.18,Month-to-Month,E-Wallet,0,21.94,4,0,1,26-35,0
864,60,62.79,3777.31,Two-Year,E-Wallet,0,12.87,5,0,3,46-55,0
865,50,66.69,3166.0,Two-Year,Bank_Transfer,1,27.45,4,0,2,46-55,0
866,9,63.21,560.26,Month-to-Month,Credit_Card,0,31.08,2,1,,26-35,0
867,50,70.17,3580.12,Two-Year,Credit_Card,3,0.59,3,1,4,36-45,0
868,39,126.26,5132.6,Month-to-Month,E-Wallet,4,10.99,5,1,2,18-25,0
869,40,138.53,5433.37,One-Year,Credit_Card,1,7.23,2,0,3,26-35,1
870,13,68.0,883.17,Month-to-Month,Bank_Transfer,4,6.73,2,0,3,36-45,0
871,21,20,421.68,Month-to-Month,Credit_Card,2,7.57,3,0,3,46-55,0
872,27,58.62,1626.19,One-Year,Auto_Debit,2,0.5,1,0,1,26-35,1
873,27,85.59,2322.37,One-Year,Auto_Debit,3,10.12,1,1,4,36-45,1
874,2,62.54,124.44,Month-to-Month,Bank_Transfer,0,13.22,3,0,1,46-55,1
875,19,75.82,1456.95,Two-Year,Credit_Card,3,21.28,2,1,3,26-35,0
876,10,89.98,976.63,Month-to-Month,Credit_Card,0,18.39,1,0,4,18-25,1
877,18,98.56,1670.03,Month-to-Month,Bank_Transfer,3,0.5,5,0,3,18-25,1
878,21,104.99,2346.08,Month-to-Month,Credit_Card,1,21.55,4,0,2,26-35,1
879,51,62.31,3293.14,Two-Year,E-Wallet,3,2.91,1,1,3,46-55,0
880,53,80.39,4074.54,Two-Year,Auto_Debit,0,20.21,2,1,,26-35,0
881,4,41.57,167.19,Month-to-Month,E-Wallet,5,19.9,3,0,2,18-25,1
882,46,103.02,4871.94,One-Year,Auto_Debit,0,12.46,4,0,3,18-25,0
883,25,89.5,2324.33,One-Year,Credit_Card,0,17.39,5,0,2,46-55,0
884,23,96.75,2235.78,One-Year,Bank_Transfer,0,8.24,5,0,5,46-55,0
885,4,23.87,98.08,Month-to-Month,Credit_Card,0,36.79,4,1,1,26-35,1
886,2,62.02,126.25,Month-to-Month,Auto_Debit,4,7.97,2,0,3,36-45,1
887,1,79.44,75.96,Month-to-Month,E-Wallet,6,2.08,5,0,3,56+,1
888,30,117.21,3204.03,One-Year,Auto_Debit,1,21.45,5,1,2,18-25,0
889,41,68.41,2760.49,Two-Year,Credit_Card,0,12.51,4,1,3,18-25,0
890,55,66.15,3807.59,Two-Year,Credit_Card,0,15.93,3,0,3,26-35,0
891,38,20,777.21,Month-to-Month,Bank_Transfer,5,15.76,2,0,4,36-45,0
892,34,115.43,4066.22,Month-to-Month,Credit_Card,3,10.4,2,1,4,56+,0
893,9,84.92,753.21,Month-to-Month,Bank_Transfer,0,20.78,2,1,2,56+,0
894,22,53.5,1128.99,One-Year,Auto_Debit,1,27.15,4,1,4,56+,0
895,8,105.88,846.83,Month-to-Month,Credit_Card,2,9.24,3,0,3,18-25,1
896,26,55.03,1549.33,One-Year,Auto_Debit,1,7.19,5,0,4,36-45,0
897,10,62.56,638.01,One-Year,E-Wallet,0,6.35,4,1,3,18-25,0
898,70,70.88,5020.56,Two-Year,Auto_Debit,5,16.01,2,0,4,26-35,0
899,32,79.17,2502.89,Two-Year,Bank_Transfer,1,19.34,3,0,1,18-25,0
900,37,111.5,4496.93,Two-Year,E-Wallet,0,18.19,1,1,4,36-45,0
901,41,49.34,2192.85,Two-Year,Bank_Transfer,0,10.07,3,0,3,18-25,0
902,36,44.24,1704.54,One-Year,Credit_Card,2,23.45,4,1,2,46-55,1
903,11,47.54,491.46,Month-to-Month,Bank_Transfer,0,21.54,3,0,4,56+,1
904,29,43.75,1236.5,Month-to-Month,E-Wallet,0,10.3,4,0,5,26-35,0
905,29,64.64,1815.13,One-Year,Bank_Transfer,7,3.79,5,0,3,46-55,0
906,46,107.86,5005.23,Two-Year,Credit_Card,0,6.59,2,0,1,18-25,0
907,1,50.93,53.61,Month-to-Month,Auto_Debit,6,19.94,2,0,1,26-35,0
908,1,124.1,132.25,Month-to-Month,Auto_Debit,0,27.35,3,1,3,26-35,0
909,24,102.41,2580.79,Month-to-Month,Credit_Card,3,8.32,5,0,4,36-45,1
910,38,60.36,2313.06,Month-to-Month,E-Wallet,5,17.51,3,0,5,36-45,0
911,40,99.83,4140.64,Two-Year,Credit_Card,4,10.75,2,1,4,56+,0
912,42,20,858.92,Two-Year,Bank_Transfer,0,14.04,5,1,4,56+,0
913,39,78.74,2835.92,Two-Year,Credit_Card,4,10.4,2,1,1,56+,0
914,31,66.35,1876.64,Two-Year,Bank_Transfer,0,12.32,4,0,3,36-45,0
915,52,71.87,4032.7,Two-Year,Bank_Transfer,4,20.66,2,0,4,46-55,0
916,2,72.77,147.0,Month-to-Month,Bank_Transfer,0,14.5,1,1,4,26-35,1
917,17,24.98,399.07,Month-to-Month,Auto_Debit,3,30.48,1,1,3,36-45,0
918,76,42.48,3146.6,Two-Year,Auto_Debit,3,2.25,5,0,4,26-35,0
919,6,20,122.18,Month-to-Month,Credit_Card,4,17.29,3,0,3,56+,1
920,20,107.83,2077.76,Month-to-Month,Credit_Card,5,14.76,5,0,3,36-45,0
921,24,85.98,1941.38,One-Year,Bank_Transfer,0,5.98,1,0,4,46-55,0
922,30,59.43,1857.62,Month-to-Month,E-Wallet,1,26.14,5,0,3,26-35,1
923,20,72.9,1366.08,Month-to-Month,Credit_Card,6,15.39,3,1,1,36-45,1
924,4,87.05,346.69,Month-to-Month,Credit_Card,0,23.76,5,0,4,36-45,1
925,36,73.88,2711.51,One-Year,Credit_Card,0,5.76,2,1,3,18-25,0
926,50,55.41,2743.13,Two-Year,Auto_Debit,5,6.44,1,0,3,56+,0
927,42,55.61,,Two-Year,E-Wallet,5,15.84,4,0,4,36-45,0
928,11,101.57,1058.84,Month-to-Month,Bank_Transfer,0,7.72,5,0,4,26-35,1
