date,ticker,sector,open_price,close_price,daily_return,volume,market_cap_B,pe_ratio,dividend_yield,sp500_return
2024-06-29,AAPL,Technology,247.59,247.98,0.001567,7034402,2800,36.81,0.0137,0.002347
2024-06-29,MSFT,Technology,570.05,563.11,-0.012174,6219025,2900,22.84,0.022,0.002347
2024-06-29,JNJ,Healthcare,178.68,181.82,0.017547,6367975,380,22.88,,0.002347
2024-06-29,PFE,Healthcare,26.73,27.16,0.016272,1809965,160,20.62,0.0336,0.002347
2024-06-29,JPM,Financials,135.37,140.57,0.038387,4454797,540,21.04,0.019,0.002347
2024-06-29,BAC,Financials,38.47,38.26,-0.005485,3088795,260,8.02,0.0242,0.002347
2024-06-29,XOM,Energy,114.89,116.76,0.016271,5261441,450,22.79,0.0238,0.002347
2024-06-29,CVX,Energy,202.64,205.85,0.015848,4928300,300,30.3,0.036,0.002347
2024-06-29,PG,Consumer,165.46,167.13,0.010118,8604924,380,20.45,0.0276,0.002347
2024-06-29,KO,Consumer,74.4,75.55,0.015452,4142244,260,26.95,0.0129,0.002347
2024-07-01,AAPL,Technology,247.98,249.69,0.006915,3977682,2800,18.51,0.0058,-0.01855
2024-07-01,MSFT,Technology,563.11,546.88,-0.028816,3452320,2900,12.8,0.0034,-0.01855
2024-07-01,JNJ,Healthcare,181.82,173.58,-0.045342,3096540,380,10.06,0.0275,-0.01855
2024-07-01,PFE,Healthcare,27.16,26.74,-0.015472,6394862,160,31.73,0.0176,-0.01855
2024-07-01,JPM,Financials,140.57,135.02,-0.039452,2981207,540,23.52,0.0234,-0.01855
2024-07-01,BAC,Financials,38.26,36.88,-0.036007,6553183,260,19.62,0.0252,-0.01855
2024-07-01,XOM,Energy,116.76,114.81,-0.016702,8714293,450,22.13,0.0195,-0.01855
2024-07-01,CVX,Energy,205.85,201.85,-0.019436,4130793,300,26.34,0.0209,-0.01855
2024-07-01,PG,Consumer,167.13,161.13,-0.035925,8264969,380,38.25,0.0114,-0.01855
2024-07-01,KO,Consumer,75.55,74.49,-0.014081,6571825,260,20.17,0.0172,-0.01855
2024-07-02,AAPL,Technology,249.69,245.54,-0.016612,4534619,2800,17.82,0.0286,0.01101
2024-07-02,MSFT,Technology,546.88,550.53,0.006677,11152751,2900,31.73,0.0337,0.01101
2024-07-02,JNJ,Healthcare,173.58,174.19,0.003505,8341524,380,36.46,0.034,0.01101
2024-07-02,PFE,Healthcare,26.74,26.58,-0.006033,7113720,160,22.39,0.0253,0.01101
2024-07-02,JPM,Financials,135.02,135.95,0.006858,7680134,540,,0.0251,0.01101
2024-07-02,BAC,Financials,36.88,38.26,0.037386,3863967,260,22.35,0.0123,0.01101
2024-07-02,XOM,Energy,114.81,114.07,-0.006464,4279964,450,17.0,0.0258,0.01101
2024-07-02,CVX,Energy,201.85,200.17,-0.008311,2858002,300,15.51,0.0149,0.01101
2024-07-02,PG,Consumer,161.13,163.18,0.012722,4827711,380,21.45,0.0404,0.01101
2024-07-02,KO,Consumer,74.49,75.09,0.008044,3802343,260,18.41,0,0.01101
2024-07-03,AAPL,Technology,245.54,253.47,0.032291,4747922,2800,18.36,0,0.018203
2024-07-03,MSFT,Technology,550.53,564.94,0.02618,5223693,2900,26.67,0.0195,0.018203
2024-07-03,JNJ,Healthcare,174.19,177.31,0.01792,5583542,380,26.48,0.0101,0.018203
2024-07-03,PFE,Healthcare,26.58,26.77,0.007247,3758456,160,15.72,0.0257,0.018203
2024-07-03,JPM,Financials,135.95,140.38,0.03258,2837165,540,16.07,0.0374,0.018203
2024-07-03,BAC,Financials,38.26,38.13,-0.003441,5673185,260,7.47,0.0249,0.018203
2024-07-03,XOM,Energy,114.07,116.95,0.025281,5123329,450,9.8,0.0253,0.018203
2024-07-03,CVX,Energy,200.17,202.72,0.012718,4861727,300,31.22,0.0173,0.018203
2024-07-03,PG,Consumer,163.18,167.58,0.026975,6552227,380,11.26,0.0251,0.018203
2024-07-03,KO,Consumer,75.09,76.0,0.012163,8232663,260,20.03,0.0135,0.018203
2024-07-05,AAPL,Technology,253.47,256.59,0.012317,6683410,2800,32.33,0.0204,0.005388
2024-07-05,MSFT,Technology,564.94,570.71,0.010212,4544369,2900,20.74,0.0209,0.005388
2024-07-05,JNJ,Healthcare,177.31,175.68,-0.009167,6282633,380,27.07,0.0218,0.005388
2024-07-05,PFE,Healthcare,26.77,26.79,0.000803,4698928,160,25.22,0.0312,0.005388
2024-07-05,JPM,Financials,140.38,135.5,-0.034791,4592307,540,8.93,0.0095,0.005388
2024-07-05,BAC,Financials,38.13,37.76,-0.009601,2692736,260,10.76,0.0285,0.005388
2024-07-05,XOM,Energy,116.95,120.77,0.032701,2841275,450,12.92,0.0308,0.005388
2024-07-05,CVX,Energy,202.72,203.43,0.003494,7691183,300,20.67,0.0185,0.005388
2024-07-05,PG,Consumer,167.58,168.14,0.003335,1347423,380,34.2,0.0233,0.005388
2024-07-05,KO,Consumer,76.0,75.85,-0.002025,4214749,260,23.89,0.0192,0.005388
2024-07-06,AAPL,Technology,256.59,255.54,-0.004093,4404138,2800,19.22,0.0241,-0.008284
2024-07-06,MSFT,Technology,570.71,568.24,-0.004329,6128711,2900,23.79,0.0283,-0.008284
2024-07-06,JNJ,Healthcare,175.68,173.51,-0.01233,2154046,380,31.82,0.0288,-0.008284
2024-07-06,PFE,Healthcare,26.79,26.57,-0.008199,2059732,160,28.12,0.0348,-0.008284
2024-07-06,JPM,Financials,135.5,135.56,0.000411,797092,540,18.19,0.0161,-0.008284
2024-07-06,BAC,Financials,37.76,37.43,-0.00874,7308558,260,26.18,0.028,-0.008284
2024-07-06,XOM,Energy,120.77,120.07,-0.005784,6175300,450,21.12,0.0214,-0.008284
2024-07-06,CVX,Energy,203.43,199.29,-0.020368,3405172,300,34.03,0.0069,-0.008284
2024-07-06,PG,Consumer,168.14,162.54,-0.033288,3341214,380,19.92,0.0154,-0.008284
2024-07-06,KO,Consumer,75.85,77.85,0.026393,4299025,260,12.08,0.0224,-0.008284
2024-07-08,AAPL,Technology,255.54,251.3,-0.01659,7613560,2800,20.34,0.0211,0.004341
2024-07-08,MSFT,Technology,568.24,564.51,-0.006569,5858128,2900,31.85,0.0327,0.004341
2024-07-08,JNJ,Healthcare,173.51,170.69,-0.016272,6553174,380,11.55,0.024,0.004341
2024-07-08,PFE,Healthcare,26.57,26.63,0.002331,4903210,160,38.71,0.015,0.004341
2024-07-08,JPM,Financials,135.56,137.48,0.014164,1157707,540,38.44,0.0251,0.004341
2024-07-08,BAC,Financials,37.43,37.47,0.000947,7078778,260,19.92,0.0256,0.004341
2024-07-08,XOM,Energy,120.07,118.66,-0.011755,4465460,450,31.4,0.0339,0.004341
2024-07-08,CVX,Energy,199.29,202.71,0.017152,4432566,300,23.91,0.0182,0.004341
2024-07-08,PG,Consumer,162.54,160.66,-0.011585,7156373,380,35.7,0.035,0.004341
2024-07-08,KO,Consumer,77.85,79.65,0.023093,3502863,260,5.38,0.0277,0.004341
2024-07-09,AAPL,Technology,251.3,256.08,0.019002,3660916,2800,18.54,0.029,-0.016132
2024-07-09,MSFT,Technology,564.51,555.99,-0.015094,2626515,2900,11.07,0.0287,-0.016132
2024-07-09,JNJ,Healthcare,170.69,169.62,-0.006266,6044248,380,26.16,0.0196,-0.016132
2024-07-09,PFE,Healthcare,26.63,26.24,-0.014779,3227905,160,27.68,0.0242,-0.016132
2024-07-09,JPM,Financials,137.48,134.87,-0.019,6790670,540,5,0,-0.016132
2024-07-09,BAC,Financials,37.47,36.88,-0.015861,3890427,260,23.66,0.0161,-0.016132
2024-07-09,XOM,Energy,118.66,117.45,-0.010182,7197224,450,5,0.026,-0.016132
2024-07-09,CVX,Energy,202.71,199.99,-0.013438,6190627,300,5,0.0038,-0.016132
2024-07-09,PG,Consumer,160.66,156.92,-0.023278,4812375,380,19.87,0.0206,-0.016132
2024-07-09,KO,Consumer,79.65,80.43,0.009759,3738361,260,18.11,0.0362,-0.016132
2024-07-11,AAPL,Technology,256.08,259.98,0.015211,5342819,2800,16.21,0.0215,0.00763
2024-07-11,MSFT,Technology,555.99,568.63,0.022725,4749981,2900,7.4,0.0348,0.00763
2024-07-11,JNJ,Healthcare,169.62,169.35,-0.00158,3092322,380,26.91,0.0216,0.00763
2024-07-11,PFE,Healthcare,26.24,26.73,0.018664,5769119,160,7.87,0.0297,0.00763
2024-07-11,JPM,Financials,134.87,135.87,0.007443,3520455,540,20.43,0.0154,0.00763
2024-07-11,BAC,Financials,36.88,37.79,0.02475,2909645,260,32.14,0.0251,0.00763
2024-07-11,XOM,Energy,117.45,116.97,-0.004066,3828753,450,35.25,0.0241,0.00763
2024-07-11,CVX,Energy,199.99,199.16,-0.004139,4350161,300,7.81,0.039,0.00763
2024-07-11,PG,Consumer,156.92,160.71,0.024126,7249341,380,20.3,0.0342,0.00763
2024-07-11,KO,Consumer,80.43,80.53,0.001199,5454119,260,30.47,0.006,0.00763
2024-07-12,AAPL,Technology,259.98,259.83,-0.000571,4322682,2800,26.03,0.0276,-0.009773
2024-07-12,MSFT,Technology,568.63,549.83,-0.033055,4311997,2900,30.38,0.0144,-0.009773
2024-07-12,JNJ,Healthcare,169.35,168.26,-0.006459,5087379,380,24.97,0.0161,-0.009773
2024-07-12,PFE,Healthcare,26.73,26.4,-0.012221,7241473,160,18.79,0.0245,-0.009773
2024-07-12,JPM,Financials,135.87,135.43,-0.003226,3423245,540,15.83,0.0106,-0.009773
2024-07-12,BAC,Financials,37.79,38.2,0.010884,6488188,260,28.06,0.0118,-0.009773
2024-07-12,XOM,Energy,116.97,115.68,-0.011015,5020754,450,12.97,0.024,-0.009773
2024-07-12,CVX,Energy,199.16,196.82,-0.011732,7005134,300,30.66,0,-0.009773
2024-07-12,PG,Consumer,160.71,156.95,-0.023416,10661643,380,18.99,0.0182,-0.009773
2024-07-12,KO,Consumer,80.53,78.27,-0.028005,3990438,260,21.72,0.0233,-0.009773
2024-07-14,AAPL,Technology,259.83,259.44,-0.001507,2029926,2800,20.66,0.0196,0.006051
2024-07-14,MSFT,Technology,549.83,561.63,0.021462,6348160,2900,17.08,0.0168,0.006051
2024-07-14,JNJ,Healthcare,168.26,168.58,0.001899,4984371,380,37.89,0.0156,0.006051
2024-07-14,PFE,Healthcare,26.4,26.28,-0.004634,5308183,160,26.94,0.0304,0.006051
2024-07-14,JPM,Financials,135.43,132.38,-0.022554,5176135,540,9.46,0.0059,0.006051
2024-07-14,BAC,Financials,38.2,39.42,0.031877,4121003,260,27.91,0.0236,0.006051
2024-07-14,XOM,Energy,115.68,116.52,0.007218,5302070,450,21.64,0.0219,0.006051
2024-07-14,CVX,Energy,196.82,198.02,0.006105,7152013,300,18.74,0.0083,0.006051
2024-07-14,PG,Consumer,156.95,156.61,-0.00217,8335026,380,22.67,0.0,0.006051
2024-07-14,KO,Consumer,78.27,78.27,3.9e-05,4718195,260,20.12,0.0135,0.006051
2024-07-15,AAPL,Technology,259.44,268.69,0.035672,8512479,2800,33.3,0.0143,0.011672
2024-07-15,MSFT,Technology,561.63,563.53,0.003385,6004553,2900,14.33,0.0417,0.011672
2024-07-15,JNJ,Healthcare,168.58,173.97,0.031979,7143984,380,16.35,0.0194,0.011672
2024-07-15,PFE,Healthcare,26.28,26.82,0.020498,3679960,160,17.17,0.0285,0.011672
2024-07-15,JPM,Financials,132.38,133.07,0.005213,4128957,540,27.36,0.0132,0.011672
2024-07-15,BAC,Financials,39.42,39.48,0.00163,4397111,260,16.31,0.0248,0.011672
2024-07-15,XOM,Energy,116.52,117.3,0.006694,2039437,450,34.64,0.0232,0.011672
2024-07-15,CVX,Energy,198.02,199.06,0.005244,5497462,300,22.91,0.0138,0.011672
2024-07-15,PG,Consumer,156.61,162.56,0.037987,9159026,380,28.64,0.0153,0.011672
2024-07-15,KO,Consumer,78.27,77.42,-0.010836,6386753,260,13.62,0.0147,0.011672
2024-07-17,AAPL,Technology,268.69,269.69,0.003718,4267712,2800,,0.0103,-0.007167
2024-07-17,MSFT,Technology,563.53,561.65,-0.003336,5192790,2900,20.31,0.0223,-0.007167
2024-07-17,JNJ,Healthcare,173.97,169.28,-0.02698,7286151,380,22.37,0.0332,-0.007167
2024-07-17,PFE,Healthcare,26.82,27.51,0.025797,2896202,160,,0.0165,-0.007167
2024-07-17,JPM,Financials,133.07,132.4,-0.005022,1762205,540,36.57,0.0242,-0.007167
2024-07-17,BAC,Financials,39.48,38.0,-0.037426,1234274,260,17.77,0.0173,-0.007167
2024-07-17,XOM,Energy,117.3,114.46,-0.024217,3421062,450,33.01,0.0182,-0.007167
2024-07-17,CVX,Energy,199.06,196.96,-0.010544,4140066,300,18.77,0.0196,-0.007167
2024-07-17,PG,Consumer,162.56,161.08,-0.009133,100000,380,31.27,0.0392,-0.007167
2024-07-17,KO,Consumer,77.42,78.01,0.007648,7185134,260,18.75,0.0386,-0.007167
2024-07-18,AAPL,Technology,269.69,256.77,-0.047918,1746120,2800,23.39,0.0311,-0.024421
2024-07-18,MSFT,Technology,561.65,562.4,0.00134,8282800,2900,19.37,0.0294,-0.024421
2024-07-18,JNJ,Healthcare,169.28,168.87,-0.00243,6028045,380,18.18,0.0208,-0.024421
2024-07-18,PFE,Healthcare,27.51,26.92,-0.02154,4634753,160,32.16,0.0243,-0.024421
2024-07-18,JPM,Financials,132.4,126.07,-0.047805,7289733,540,40.34,0.0229,-0.024421
2024-07-18,BAC,Financials,38.0,36.41,-0.041859,2337203,260,25.38,0.0121,-0.024421
2024-07-18,XOM,Energy,114.46,109.11,-0.046706,5052155,450,18.8,0.0266,-0.024421
2024-07-18,CVX,Energy,196.96,199.93,0.015092,8736437,300,15.71,0.0234,-0.024421
2024-07-18,PG,Consumer,161.08,155.64,-0.03376,3038101,380,22.27,0.0223,-0.024421
2024-07-18,KO,Consumer,78.01,75.45,-0.032829,476235,260,21.68,0.0256,-0.024421
2024-07-20,AAPL,Technology,256.77,253.16,-0.014041,5623041,2800,19.78,0.0233,-0.003689
2024-07-20,MSFT,Technology,562.4,539.53,-0.040664,5857114,2900,25.57,0.0242,-0.003689
2024-07-20,JNJ,Healthcare,168.87,168.55,-0.001872,6807526,380,17.68,0.0107,-0.003689
2024-07-20,PFE,Healthcare,26.92,26.8,-0.00443,3013685,160,22.61,0.0092,-0.003689
2024-07-20,JPM,Financials,126.07,126.33,0.002093,5485507,540,5.23,0.017,-0.003689
2024-07-20,BAC,Financials,36.41,36.72,0.008394,5343295,260,15.93,0.0082,-0.003689
2024-07-20,XOM,Energy,109.11,106.19,-0.026721,3639994,450,29.64,0.0139,-0.003689
2024-07-20,CVX,Energy,199.93,195.61,-0.02163,4823020,300,14.01,0.0098,-0.003689
2024-07-20,PG,Consumer,155.64,153.32,-0.014938,6118306,380,5,0.0298,-0.003689
2024-07-20,KO,Consumer,75.45,75.3,-0.001984,4643858,260,28.28,0.0263,-0.003689
2024-07-21,AAPL,Technology,253.16,248.1,-0.019988,5675445,2800,24.14,0.0242,0.007442
2024-07-21,MSFT,Technology,539.53,545.46,0.010982,6459084,2900,15.54,0.0315,0.007442
2024-07-21,JNJ,Healthcare,168.55,174.47,0.0351,6633851,380,20.24,0.0102,0.007442
2024-07-21,PFE,Healthcare,26.8,27.44,0.023753,533743,160,21.46,0.0289,0.007442
2024-07-21,JPM,Financials,126.33,125.1,-0.009718,4471466,540,22.32,0.0099,0.007442
2024-07-21,BAC,Financials,36.72,37.11,0.010487,2628346,260,21.59,0.0266,0.007442
2024-07-21,XOM,Energy,106.19,105.46,-0.00691,4624168,450,27.83,0.0119,0.007442
2024-07-21,CVX,Energy,195.61,197.01,0.007151,7565833,300,12.95,0.0159,0.007442
2024-07-21,PG,Consumer,153.32,152.9,-0.002729,6795152,380,26.99,0.0258,0.007442
2024-07-21,KO,Consumer,75.3,77.38,0.027616,3902845,260,20.37,0.0168,0.007442
2024-07-22,AAPL,Technology,248.1,249.54,0.005794,5963380,2800,46.02,0.0206,-0.006487
2024-07-22,MSFT,Technology,545.46,538.24,-0.013239,4908780,2900,32.66,0.0037,-0.006487
2024-07-22,JNJ,Healthcare,174.47,176.06,0.009133,7461505,380,17.23,0.0165,-0.006487
2024-07-22,PFE,Healthcare,27.44,27.44,0.000147,5921782,160,21.37,0.0198,-0.006487
2024-07-22,JPM,Financials,125.1,123.91,-0.009495,6054954,540,16.15,0.0166,-0.006487
2024-07-22,BAC,Financials,37.11,37.01,-0.002667,6760156,260,27.95,0.0197,-0.006487
2024-07-22,XOM,Energy,105.46,99.9,-0.052703,6210292,450,25.59,0.0083,-0.006487
2024-07-22,CVX,Energy,197.01,192.31,-0.023843,4702598,300,18.23,0.0214,-0.006487
2024-07-22,PG,Consumer,152.9,148.98,-0.02562,1516001,380,33.37,0.0249,-0.006487
2024-07-22,KO,Consumer,77.38,77.51,0.00163,4270155,260,21.67,0.0238,-0.006487
2024-07-24,AAPL,Technology,249.54,250.47,0.003743,6312932,2800,25.76,0.0359,0.002768
2024-07-24,MSFT,Technology,538.24,539.07,0.001539,5580285,2900,32.43,0.0135,0.002768
2024-07-24,JNJ,Healthcare,176.06,175.79,-0.001516,6178858,380,17.37,0.0333,0.002768
2024-07-24,PFE,Healthcare,27.44,27.7,0.009602,3609745,160,14.76,0.0162,0.002768
2024-07-24,JPM,Financials,123.91,123.76,-0.00122,5846436,540,23.41,0.0231,0.002768
2024-07-24,BAC,Financials,37.01,36.51,-0.013505,7601729,260,31.28,0.0227,0.002768
2024-07-24,XOM,Energy,99.9,100.22,0.003213,6974928,450,,0.0113,0.002768
2024-07-24,CVX,Energy,192.31,188.29,-0.020913,4030090,300,27.32,0.0141,0.002768
2024-07-24,PG,Consumer,148.98,149.42,0.002984,5355205,380,31.52,0.0204,0.002768
2024-07-24,KO,Consumer,77.51,80.22,0.034905,7397187,260,7.6,0.0277,0.002768
2024-07-25,AAPL,Technology,250.47,249.9,-0.002271,5668208,2800,,0.0273,-0.011949
2024-07-25,MSFT,Technology,539.07,531.6,-0.013852,5783943,2900,32.61,0.0117,-0.011949
2024-07-25,JNJ,Healthcare,175.79,172.13,-0.020829,5483514,380,40.49,0.0158,-0.011949
2024-07-25,PFE,Healthcare,27.7,26.81,-0.031974,7094779,160,22.51,0.0243,-0.011949
2024-07-25,JPM,Financials,123.76,122.09,-0.013516,1551042,540,22.08,0.0356,-0.011949
2024-07-25,BAC,Financials,36.51,36.32,-0.005331,5856456,260,24.9,0.0267,-0.011949
2024-07-25,XOM,Energy,100.22,97.43,-0.027836,6334916,450,17.89,0.0261,-0.011949
2024-07-25,CVX,Energy,188.29,189.28,0.005233,5159008,300,25.5,0.0124,-0.011949
2024-07-25,PG,Consumer,149.42,148.96,-0.0031,6893166,380,21.03,0.0291,-0.011949
2024-07-25,KO,Consumer,80.22,80.52,0.003695,5301074,260,26.27,0.015,-0.011949
2024-07-27,AAPL,Technology,249.9,244.73,-0.0207,8285363,2800,20.03,0.016,-0.014769
2024-07-27,MSFT,Technology,531.6,505.11,-0.049831,6365863,2900,27.62,0.0285,-0.014769
2024-07-27,JNJ,Healthcare,172.13,167.79,-0.025204,5059316,380,29.14,0.0182,-0.014769
2024-07-27,PFE,Healthcare,26.81,26.45,-0.013384,4105073,160,12.69,0.0171,-0.014769
2024-07-27,JPM,Financials,122.09,122.0,-0.000739,3363428,540,22.34,0.0191,-0.014769
2024-07-27,BAC,Financials,36.32,36.13,-0.005101,1585906,260,17.28,0.0259,-0.014769
2024-07-27,XOM,Energy,97.43,93.83,-0.036956,7243945,450,23.9,0.0136,-0.014769
2024-07-27,CVX,Energy,189.28,189.81,0.00278,7439747,300,26.02,0.0215,-0.014769
2024-07-27,PG,Consumer,148.96,147.39,-0.010535,5404199,380,20.07,0.0246,-0.014769
2024-07-27,KO,Consumer,80.52,77.76,-0.034308,4272075,260,18.73,0.0123,-0.014769
2024-07-28,AAPL,Technology,244.73,245.75,0.004178,7067171,2800,30.22,0.0118,0.023459
2024-07-28,MSFT,Technology,505.11,525.47,0.040306,2412912,2900,23.97,0.0254,0.023459
2024-07-28,JNJ,Healthcare,167.79,168.78,0.005927,6776124,380,22.84,0.0182,0.023459
2024-07-28,PFE,Healthcare,26.45,26.8,0.013234,6550443,160,21.46,0.012,0.023459
2024-07-28,JPM,Financials,122.0,124.41,0.019751,3580100,540,26.15,0.0203,0.023459
2024-07-28,BAC,Financials,36.13,38.41,0.063019,4044515,260,30.88,0.0087,0.023459
2024-07-28,XOM,Energy,93.83,96.77,0.031319,2407573,450,27.62,0.0262,0.023459
2024-07-28,CVX,Energy,189.81,191.03,0.006409,5282049,300,14.26,0.0337,0.023459
2024-07-28,PG,Consumer,147.39,151.38,0.027052,6890554,380,5.98,0.0081,0.023459
2024-07-28,KO,Consumer,77.76,81.51,0.048198,7909018,260,17.4,0.0141,0.023459
2024-07-30,AAPL,Technology,245.75,238.38,-0.029986,4702992,2800,12.07,0.0263,-0.018781
2024-07-30,MSFT,Technology,525.47,512.53,-0.024621,4639105,2900,5.9,0.0328,-0.018781
2024-07-30,JNJ,Healthcare,168.78,164.33,-0.026375,6466780,380,17.76,0.0298,-0.018781
2024-07-30,PFE,Healthcare,26.8,26.82,0.000744,5702781,160,13.71,0.0335,-0.018781
2024-07-30,JPM,Financials,124.41,126.34,0.015504,4618824,540,13.36,0.0171,-0.018781
2024-07-30,BAC,Financials,38.41,37.14,-0.033115,9250006,260,22.71,0.022,-0.018781
2024-07-30,XOM,Energy,96.77,95.21,-0.01614,3773956,450,27.36,0.0242,-0.018781
2024-07-30,CVX,Energy,191.03,192.4,0.007184,3081352,300,31.31,0.0214,-0.018781
2024-07-30,PG,Consumer,151.38,149.31,-0.013644,6664307,380,25.13,0.0205,-0.018781
2024-07-30,KO,Consumer,81.51,79.77,-0.021304,3005786,260,18.24,0.0081,-0.018781
2024-07-31,AAPL,Technology,238.38,240.41,0.008515,3171362,2800,23.28,0.0072,-0.000609
2024-07-31,MSFT,Technology,512.53,505.81,-0.013119,5499733,2900,18.7,0.0128,-0.000609
2024-07-31,JNJ,Healthcare,164.33,163.93,-0.002409,4915011,380,17.91,0.0259,-0.000609
2024-07-31,PFE,Healthcare,26.82,27.15,0.012418,5501359,160,33.37,0.0368,-0.000609
2024-07-31,JPM,Financials,126.34,125.27,-0.008506,6465134,540,33.93,0.0186,-0.000609
2024-07-31,BAC,Financials,37.14,37.3,0.004399,7378520,260,33.7,0.0085,-0.000609
2024-07-31,XOM,Energy,95.21,96.4,0.012474,5036825,450,11.81,0.0172,-0.000609
2024-07-31,CVX,Energy,192.4,193.41,0.005247,4896911,300,22.65,0.0339,-0.000609
2024-07-31,PG,Consumer,149.31,150.2,0.005956,6176255,380,38.68,0.0213,-0.000609
2024-07-31,KO,Consumer,79.77,79.91,0.001708,3916103,260,21.33,0.0084,-0.000609
2024-08-02,AAPL,Technology,240.41,241.16,0.003106,2714370,2800,30.05,0.0212,0.005563
2024-08-02,MSFT,Technology,505.81,506.01,0.000401,4827172,2900,8.43,0.0257,0.005563
2024-08-02,JNJ,Healthcare,163.93,165.78,0.011255,5597226,380,34.6,0.0326,0.005563
2024-08-02,PFE,Healthcare,27.15,26.72,-0.015739,6513984,160,24.16,0.0301,0.005563
2024-08-02,JPM,Financials,125.27,124.81,-0.003669,8470022,540,16.8,0.0118,0.005563
2024-08-02,BAC,Financials,37.3,36.65,-0.017308,2349322,260,29.7,0,0.005563
2024-08-02,XOM,Energy,96.4,97.18,0.008142,6541960,450,23.13,0.0244,0.005563
2024-08-02,CVX,Energy,193.41,194.12,0.003679,5770671,300,27.63,0.0182,0.005563
2024-08-02,PG,Consumer,150.2,152.2,0.013292,9111695,380,21.33,0.0324,0.005563
2024-08-02,KO,Consumer,79.91,80.29,0.004739,8278408,260,26.98,0.0157,0.005563
2024-08-03,AAPL,Technology,241.16,235.89,-0.021847,7659376,2800,25.92,0.0083,0.002594
2024-08-03,MSFT,Technology,506.01,509.35,0.006602,5010564,2900,24.41,0.0182,0.002594
2024-08-03,JNJ,Healthcare,165.78,164.49,-0.00776,3082022,380,8.26,0.0262,0.002594
2024-08-03,PFE,Healthcare,26.72,26.27,-0.016789,5699149,160,29.88,0.0134,0.002594
2024-08-03,JPM,Financials,124.81,126.77,0.015687,6599546,540,22.81,0.0229,0.002594
2024-08-03,BAC,Financials,36.65,36.83,0.004822,1201839,260,11.59,0.0335,0.002594
2024-08-03,XOM,Energy,97.18,96.98,-0.002091,5576277,450,12.9,0.0118,0.002594
2024-08-03,CVX,Energy,194.12,195.81,0.008703,5286269,300,16.55,0.0165,0.002594
2024-08-03,PG,Consumer,152.2,151.63,-0.00373,1080964,380,15.73,0.0142,0.002594
2024-08-03,KO,Consumer,80.29,82.15,0.023106,2347401,260,16.23,0.0207,0.002594
2024-08-05,AAPL,Technology,235.89,230.3,-0.023692,6063898,2800,20.06,0.0133,-0.022433
2024-08-05,MSFT,Technology,509.35,504.73,-0.009078,3802465,2900,23.06,0.0272,-0.022433
2024-08-05,JNJ,Healthcare,164.49,164.15,-0.002043,4947579,380,29.19,0.0132,-0.022433
2024-08-05,PFE,Healthcare,26.27,26.39,0.004548,2694399,160,23.63,0.0303,-0.022433
2024-08-05,JPM,Financials,126.77,125.98,-0.006236,5001862,540,24.84,0,-0.022433
2024-08-05,BAC,Financials,36.83,35.58,-0.033895,4094006,260,10.37,0.0247,-0.022433
2024-08-05,XOM,Energy,96.98,92.97,-0.041301,3505289,450,8.11,0.0109,-0.022433
2024-08-05,CVX,Energy,195.81,195.7,-0.000559,7139404,300,22.33,0.0213,-0.022433
2024-08-05,PG,Consumer,151.63,148.28,-0.022117,4103296,380,19.46,0.0264,-0.022433
2024-08-05,KO,Consumer,82.15,81.91,-0.002929,2677548,260,23.62,0.0086,-0.022433
2024-08-06,AAPL,Technology,230.3,226.63,-0.015937,4392444,2800,13.42,0.0262,-0.016158
2024-08-06,MSFT,Technology,504.73,499.7,-0.009969,3121605,2900,25.68,0.028,-0.016158
2024-08-06,JNJ,Healthcare,164.15,158.36,-0.035291,6590092,380,21.24,0.0338,-0.016158
2024-08-06,PFE,Healthcare,26.39,25.74,-0.02454,3696999,160,28.29,,-0.016158
2024-08-06,JPM,Financials,125.98,123.01,-0.023578,5014131,540,28.85,0.0245,-0.016158
2024-08-06,BAC,Financials,35.58,34.88,-0.019573,7102053,260,17.05,0.0363,-0.016158
2024-08-06,XOM,Energy,92.97,92.56,-0.004424,4144550,450,18.02,0.0245,-0.016158
2024-08-06,CVX,Energy,195.7,194.38,-0.006723,6153840,300,29.13,,-0.016158
2024-08-06,PG,Consumer,148.28,146.23,-0.013806,3265452,380,22.68,0.0136,-0.016158
2024-08-06,KO,Consumer,81.91,79.17,-0.033504,6139924,260,19.28,0.0302,-0.016158
2024-08-08,AAPL,Technology,226.63,229.12,0.011004,3413943,2800,21.43,0.0231,-0.012694
2024-08-08,MSFT,Technology,499.7,484.91,-0.02959,5918660,2900,21.38,0.0174,-0.012694
2024-08-08,JNJ,Healthcare,158.36,157.08,-0.008052,5855234,380,16.77,0.0327,-0.012694
2024-08-08,PFE,Healthcare,25.74,25.95,0.008104,4186186,160,19.11,0.0258,-0.012694
2024-08-08,JPM,Financials,123.01,120.25,-0.022416,3747327,540,15.44,0.0366,-0.012694
2024-08-08,BAC,Financials,34.88,34.56,-0.009229,5511684,260,15.23,0.0167,-0.012694
2024-08-08,XOM,Energy,92.56,93.21,0.006969,2622779,450,21.11,0.0261,-0.012694
2024-08-08,CVX,Energy,194.38,187.16,-0.037143,2553908,300,23.96,0.0281,-0.012694
2024-08-08,PG,Consumer,146.23,145.39,-0.005722,3875937,380,41.13,0.0364,-0.012694
2024-08-08,KO,Consumer,79.17,74.46,-0.059458,5899133,260,36.9,0.033,-0.012694
