median_income,house_age,avg_rooms,avg_bedrooms,population,avg_occupancy,latitude,longitude,median_house_value
3.2494,17,7.018,1.504,723,3.136,36.16,-120.55,139656.6
4.8665,40,7.481,1.382,3,1.821,34.1,-118.14,331101.7
1.3872,50,5.257,1.566,3,2.56,35.41,-119.32,130230.4
5.7414,16,6.889,1.472,1877,4.287,36.5,-121.49,321482.5
2.1488,8,5.671,0.92,1223,2.708,33.58,-117.02,183657.4
4.4829,30,4.401,0.767,2042,4.197,35.52,-119.24,124632.9
3.6102,32,3.912,0.713,249,2.42,35.02,-120.62,186496.0
2.82,40,6.99,1.729,1846,2.16,32.68,-117.27,233048.5
6.7652,7,3.154,0.629,497,2.05,38.03,-121.13,353952.3
5.7301,45,4.406,0.898,1172,3.68,37.76,-121.81,314525.6
8.9938,26,6.483,1.445,3,4.186,38.12,-121.49,500001
4.3918,29,6.853,1.009,854,1.628,34.44,-117.62,332971.3
3.2137,39,5.194,1.072,353,3.521,38.49,-121.01,257570.0
4.3527,19,5.531,0.833,2948,2.12,35.33,-118.03,228173.3
6.152,33,4.575,0.749,1755,3.384,37.59,-121.08,317007.9
5.5422,16,6.259,1.749,3,1.289,34.05,-117.65,396200.4
4.7331,31,3.331,0.866,3,6.237,39.57,-121.85,213786.6
5.6665,28,3.239,0.792,845,2.914,34.02,-117.83,367578.3
3.2294,22,4.954,1.202,2360,2.447,34.04,-117.52,162335.9
2.9569,38,5.074,1.362,373,1.329,39.67,-121.18,156226.8
5.5517,6,4.334,1.373,2522,2.087,35.13,-117.51,267421.3
7.4944,47,5.649,1.206,3,1.826,37.79,-121.95,373222.3
6.3943,23,4.57,1.153,1867,3.366,37.8,-121.09,370409.7
6.3468,27,8.952,1.835,162,3.667,33.93,-117.66,430286.1
2.3065,28,6.9,1.077,1071,3.884,32.8,-117.72,194095.9
7.8588,30,4.794,0.92,3,4.517,37.14,-121.77,460595.6
4.8206,19,4.551,0.9,2564,1,35.58,-119.36,169574.8
6.5406,40,6.003,1.144,1117,5.259,39.37,-122.47,209098.1
4.1051,34,9.239,2.073,3198,1.921,34.35,-118.42,179922.2
4.793,26,2.5,0.5,2382,4.927,38.47,-122.08,305458.5
2.4611,26,4.036,1.089,3,1.183,34.96,-117.97,147223.6
3.1496,12,5.877,1.14,1840,1.539,37.47,-121.57,338841.1
4.6509,38,7.256,2.613,1210,,36.72,-119.97,228375.1
2.4351,34,2.613,0.5,707,4.227,34.93,-118.46,157385.1
4.5983,41,9.846,2.353,2317,3.441,34.35,-117.63,153266.6
4.9521,34,3.902,0.765,913,1.671,33.41,-117.39,268027.8
1.9678,27,4.111,1.166,1596,1.575,34.4,-118.29,150164.8
2.517,30,5.859,1.162,2863,5.774,39.9,-122.04,106928.2
2.9184,39,4.064,0.801,3,3.104,35.8,-119.26,186684.1
6.7643,41,3.132,0.546,90,1.858,38.02,-121.11,417410.9
3.6306,40,6.03,,1786,2.021,36.8,-121.52,278791.0
4.1345,16,6.065,1.05,2121,4.369,33.7,-117.59,343936.0
6.6973,38,6.682,1.521,2328,1.535,33.94,-118.23,357308.2
2.9602,26,3.876,0.628,863,2.601,35.52,-120.69,169710.7
1.7352,19,4.878,1.271,1361,6.188,34.74,-117.69,176445.3
4.7165,1,3.92,0.836,1603,2.455,32.56,-117.08,276042.8
0.5,44,5.079,0.994,971,3.324,36.37,-120.41,50655.0
2.717,25,6.752,0.866,2453,1,36.83,-120.85,24425.7
5.7976,27,7.128,1.756,883,3.73,38.27,-121.22,369349.1
1.3689,18,9.582,,4,2.984,34.12,-117.84,107343.1
3.4318,30,8.33,2.094,1590,2.708,35.21,-117.66,118001.2
3.1973,19,7.594,0.931,3102,1.621,34.17,-118.19,198050.5
6.4735,15,2.7,0.632,589,3.259,37.63,-121.39,434169.6
4.7357,34,4.938,1.185,1181,6.471,35.03,-120.38,126692.2
0.9509,31,7.802,1.972,1657,3.989,35.34,-119.44,93855.6
2.9254,46,3.121,0.871,1771,2.65,38.29,-121.08,218763.7
5.3913,43,7.478,1.059,3538,3.623,35.35,-118.49,299845.9
2.187,33,5.24,0.887,3326,1,36.94,-119.58,114111.5
3.7956,11,7.177,1.996,2490,2.301,37.28,-122.24,300379.8
7.7951,8,6.042,1.505,968,4.603,33.14,-117.8,342985.1
2.2386,24,4.573,1.042,742,3.424,39.58,-121.14,26881.3
2.0177,8,5.107,1.037,4116,2.821,36.22,-119.81,71704.5
2.6869,28,2.502,0.5,3,2.231,34.03,-117.92,147310.7
4.1158,11,4.499,0.879,1113,4.318,33.79,-117.96,246553.8
0.5,23,3.455,0.791,462,4.136,35.15,-118.09,60686.0
5.3862,21,6.964,0.608,1288,2.836,33.66,-117.51,278652.5
7.0204,34,6.534,1.388,2016,2.666,34.68,-118.9,282042.9
6.3355,41,3.897,0.978,1932,4.72,37.05,-121.98,386681.9
2.4054,31,6.076,1.216,59,3.809,39.8,-121.78,151180.9
7.9517,35,4.682,0.807,1046,2.32,33.69,-118.26,389544.0
3.4298,30,8.685,1.907,3676,2.635,38.83,-121.14,96343.4
2.3498,30,5.257,1.208,1950,5.17,32.79,-117.75,170463.0
5.3826,43,4.225,0.957,712,1.091,33.64,-118.02,298510.8
0.5,17,5.951,0.782,857,2.313,34.85,-118.22,124634.0
6.273,19,6.849,1.05,923,2.475,33.75,-117.93,436710.7
2.3054,15,5.57,0.71,481,5.265,33.49,-117.14,263621.8
7.9331,27,5.403,1.285,3,3.141,38.19,-121.79,357078.5
5.011,49,8.498,0.95,2901,3.488,37.95,-121.95,359590.1
1.558,37,6.612,1.06,3,2.761,38.24,-121.41,216325.4
4.6446,52,4.002,0.936,1740,2.91,33.66,-117.71,314232.9
2.8416,24,5.691,1.571,1598,2.134,36.81,-122.3,238877.2
2.0349,8,4.369,0.507,1305,2.848,38.75,-121.42,180608.2
4.6642,21,3.891,0.797,594,2.343,33.43,-117.58,258192.9
3.4994,35,4.653,0.55,716,3.074,38.97,-122.46,199828.6
6.879,48,5.531,1.264,1478,3.779,37.59,-122.17,449286.8
3.1498,19,3.585,0.702,1707,1.694,33.25,-117.59,145697.2
5.9891,31,5.101,0.81,2061,4.037,36.74,-121.07,380687.9
1.6181,35,5.549,1.04,1820,4.47,33.31,-118.44,181734.9
4.9021,52,5.241,1.139,2549,1.532,35.46,-118.99,231165.8
3.4528,6,3.636,0.584,266,2.443,36.91,-121.89,299214.5
0.5,8,9.04,1.758,1061,2.851,36.03,-119.86,15000
3.7237,15,7.012,1.425,1350,3.407,39.97,-121.67,157345.1
1.6889,17,3.67,0.812,3534,3.51,33.31,-118.21,168396.4
3.044,19,4.341,1.034,1416,2.26,34.39,-117.99,204066.7
4.4072,35,5.751,1.114,1951,3.753,33.82,-117.14,223951.6
4.5509,27,5.877,0.745,3564,3.975,35.36,-118.08,223660.8
6.2358,30,6.71,1.077,234,3.032,34.38,-118.26,283812.6
3.6867,9,3.385,0.921,2830,1.817,37.34,-122.26,251934.5
6.4534,12,3.684,0.828,2425,3.273,36.71,-122.36,330491.2
0.9529,24,3.938,0.611,2159,2.243,32.84,-118.02,205978.8
6.2126,28,5.351,1.157,558,2.361,33.12,-117.72,277954.8
3.7555,28,6.148,1.302,3537,2.196,34.49,-118.0,298817.2
2.2404,31,8.992,,3,1.645,39.68,-122.01,107296.1
3.6322,20,7.62,1.064,857,2.409,37.06,-121.66,312545.1
5.6087,35,6.963,1.189,386,3.859,33.74,-117.02,354716.2
2.6631,12,2.665,0.5,989,1,33.64,-118.46,237121.3
3.0516,33,3.469,0.74,1229,4.019,34.8,-118.83,248511.4
2.9481,26,6.877,1.636,2128,2.682,35.81,-120.94,63793.5
8.3923,26,8.867,1.522,388,3.608,37.22,-122.38,500001
3.8524,35,2.554,0.523,2198,3.199,33.23,-117.46,150733.4
1.2768,8,4.864,0.823,1540,1.242,38.8,-122.06,30818.4
2.7544,52,5.36,1.067,2093,2.416,38.28,-121.83,335087.3
5.2277,22,3.228,0.609,1099,3.546,37.2,-122.19,339412.8
2.1519,42,5.833,1.172,2882,1,36.24,-120.12,81537.2
8.1379,21,2.05,0.5,2296,2.424,37.53,-122.23,447365.4
5.885,20,4.978,1.239,2125,2.552,34.26,-117.99,355303.1
4.5974,33,5.735,0.5,2705,3.344,38.25,-121.45,330515.1
5.9076,18,3.587,0.814,2614,3.724,33.51,-118.0,360564.0
3.7635,17,4.66,1.135,2249,4.884,33.47,-117.23,255508.8
5.6249,1,4.967,0.869,1746,1.871,34.05,-118.27,374666.3
3.675,47,4.282,1.21,1231,2.689,34.41,-117.78,188257.3
6.6352,9,5.815,1.425,1904,2.41,34.52,-118.81,272488.7
5.1945,38,6.898,1.293,2637,4.614,33.24,-117.85,296044.1
4.1767,19,6.158,1.054,1514,2.108,34.97,-117.96,196668.5
3.7142,18,5.488,0.875,817,4.445,37.68,-122.12,352912.5
4.0385,30,2.856,0.5,3,2.112,33.98,-118.18,409708.8
7.0681,42,6.521,1.296,3973,2.166,33.61,-117.68,275701.4
3.9111,30,8.085,1.419,3,1.52,33.93,-117.59,253860.9
1.3802,31,4.579,0.798,2654,,39.99,-121.15,124729.5
4.8025,17,4.728,1.009,2287,3.297,33.92,-117.11,257460.7
3.7537,28,4.69,1.101,3,4.398,39.46,-121.11,245340.1
2.1142,28,3.443,0.615,3,3.136,36.84,-120.72,84187.3
1.5759,43,6.337,1.287,2866,2.228,33.77,-118.38,170021.4
2.386,20,4.969,1.0,1340,1.765,38.02,-121.97,322070.6
3.4878,9,5.248,1.175,3158,1.797,34.06,-118.63,210677.3
5.4204,4,5.874,0.633,3393,2.367,38.46,-122.19,317656.3
0.9681,27,2.922,0.631,423,4.591,36.05,-119.56,89399.6
3.719,32,6.837,1.128,2202,1.358,34.52,-117.97,146906.3
2.4764,36,1,0.5,70,2.019,39.5,-121.26,169943.6
6.5786,27,4.479,1.045,1037,1.539,38.61,-121.83,255004.8
3.623,27,1,0.5,253,4.308,35.22,-119.85,87516.6
5.6557,46,1,0.5,2884,4.684,34.0,-118.45,230514.9
4.1089,24,4.284,0.706,2258,2.861,33.38,-117.22,242847.7
2.5274,21,7.645,1.958,1333,2.005,33.02,-118.02,231659.6
3.2967,34,4.229,0.741,1166,2.769,36.86,-121.25,350522.4
3.8481,21,2.976,0.55,3383,3.592,33.52,-117.41,194144.4
1.4299,52,1.617,0.5,892,3.977,40.0,-122.41,153845.6
5.6251,23,5.613,1.034,3174,2.585,34.25,-118.57,159142.1
3.3527,50,8.153,2.124,1675,1,37.6,-122.04,325391.8
1.3856,19,4.743,1.08,1156,2.822,33.77,-118.09,168937.3
1.9317,16,4.441,0.884,780,2.269,36.05,-120.17,172019.8
3.9938,16,4.982,1.076,756,4.67,33.16,-117.42,207159.7
3.7082,20,6.517,1.105,1177,2.52,38.06,-121.11,378205.5
1.7204,49,5.52,1.073,851,5.286,34.82,-118.15,120100.2
5.568,28,4.148,0.774,1132,4.411,36.59,-122.31,374375.0
1.8945,26,6.603,1.165,1315,2.55,33.5,-117.35,131312.9
5.1971,22,3.989,1.101,141,3.323,34.2,-117.91,341968.8
3.1258,39,6.8,1.415,2657,6.407,36.62,-119.6,125121.6
2.9686,10,2.674,0.886,746,4.471,38.94,-121.01,164717.0
3.8663,25,4.102,0.682,1498,5.66,33.3,-117.75,211887.2
6.2256,52,4.708,1.468,556,3.255,37.09,-122.49,316888.9
2.1685,17,5.549,0.811,2814,1.936,35.99,-120.11,105068.0
7.0116,30,5.382,0.557,1617,2.686,37.18,-122.06,347510.1
4.2506,22,3.551,0.834,268,2.247,36.77,-121.35,294204.5
4.0065,30,4.898,0.591,781,5.21,39.67,-122.15,195396.4
4.2079,40,2.808,0.5,2922,3.551,34.88,-118.32,200123.4
3.5006,38,6.348,1.694,336,4.852,33.63,-117.51,223538.3
5.1727,38,3.91,1.319,1053,2.98,33.61,-117.64,216565.5
6.1651,32,6.496,1.325,2199,3.943,33.56,-118.31,357808.6
1.4095,24,1,0.5,517,2.817,37.83,-121.48,232600.1
2.1492,8,2.94,0.5,696,3.27,34.08,-118.26,172190.4
6.1256,30,8.074,1.804,2456,3.489,33.42,-118.44,372959.4
2.745,4,4.982,0.692,396,3.315,39.73,-121.14,158751.0
5.6031,27,4.911,0.916,1043,2.574,37.93,-121.84,371337.1
4.6207,17,1.629,0.5,1403,4.375,34.7,-117.78,261579.6
2.6202,38,7.436,1.099,3,2.44,33.54,-117.89,226290.6
1.7029,30,7.33,1.368,2268,3.466,34.1,-118.07,97936.7
6.8113,24,4.415,1.186,1517,2.363,36.55,-119.57,225880.3
2.0883,24,7.756,1.504,1062,4.995,36.68,-120.58,71730.4
5.2811,21,6.299,1.286,788,3.685,33.66,-117.61,301365.8
4.9803,7,4.996,0.976,2796,3.492,33.78,-117.32,251430.2
2.0148,16,4.698,0.995,2057,2.538,35.47,-119.88,53775.3
3.5846,5,6.823,0.682,2124,1.652,32.81,-118.48,251962.8
1.2748,15,4.044,0.542,2601,2.067,32.52,-118.1,131123.9
4.5939,31,6.634,1.247,1432,2.299,37.19,-122.1,296090.4
8.7629,17,6.157,1.406,1192,3.445,34.36,-118.13,474273.9
8.3957,20,6.241,0.879,1748,1.971,37.42,-121.4,401591.4
1.2922,29,4.151,0.924,1697,5.046,35.8,-119.96,71910.8
4.8242,26,5.518,1.086,3062,2.843,34.61,-118.84,279397.8
5.6466,37,4.236,1.209,3,2.348,37.45,-122.46,384675.6
3.6601,34,3.417,0.719,4005,2.836,33.13,-117.44,232677.1
4.2942,40,4.367,0.859,603,5.587,38.39,-122.11,348067.6
1.6124,16,3.513,0.65,356,4.79,36.1,-119.33,141779.6
4.7293,32,6.51,1.103,1405,1.043,35.33,-117.91,230764.0
2.2506,28,7.604,1.058,719,1.437,38.15,-122.08,258408.9
5.0988,31,5.557,0.954,1868,4.544,36.55,-119.91,141867.9
9.9962,25,7.207,,1754,1.571,36.52,-121.89,453655.5
5.6099,18,5.248,1.285,358,3.086,34.2,-118.04,390922.6
5.3458,32,6.053,1.243,1729,3.007,36.73,-121.42,378784.2
8.7384,18,5.232,0.829,257,1,37.85,-121.81,433896.9
1.7536,15,6.788,0.784,1344,1.426,33.96,-117.4,114280.3
2.7567,33,4.598,1.029,3,3.139,33.53,-118.41,234220.3
6.2809,24,7.074,1.762,2267,5.033,36.73,-121.19,388707.4
3.5989,17,7.476,1.902,266,2.862,37.12,-121.74,317792.1
0.5,43,6.283,1.026,683,3.62,35.01,-120.27,50541.0
6.9827,31,6.633,1.243,1841,4.567,33.79,-118.13,320923.1
0.5055,33,5.921,1.645,638,4.366,36.2,-119.53,24327.0
4.5508,19,4.547,1.121,2357,3.766,33.35,-117.46,297434.6
6.2907,36,4.196,0.717,1511,3.017,35.25,-118.44,226430.8
5.6887,29,5.014,0.999,816,5.428,33.91,-117.69,248807.4
5.7747,20,2.609,0.507,3,2.64,38.16,-122.2,358717.6
5.31,42,7.087,1.235,1083,1.711,33.5,-117.19,201182.5
5.7681,21,5.134,0.689,41,2.869,37.71,-121.64,390374.0
4.0885,30,5.333,0.847,3,3.075,39.6,-121.41,224467.2
4.2208,24,6.613,1.486,3,2.962,35.92,-119.28,132992.7
3.7075,26,4.266,0.714,2313,3.905,35.13,-117.86,161994.4
5.914,15,4.416,1.157,2508,2.353,33.59,-117.96,396216.7
1.5162,39,4.496,0.917,3013,2.281,34.04,-118.96,207099.9
4.2294,18,5.311,0.732,1747,1.466,33.7,-117.23,228671.8
5.5796,45,4.286,0.516,453,1.323,39.57,-122.36,167776.2
7.7798,21,5.813,,1309,4.349,33.49,-118.05,314504.5
6.3197,21,5.604,0.874,1163,5.471,38.29,-121.05,370641.0
1.2319,1,6.21,1.38,2184,,34.27,-118.02,93439.9
3.3527,1,4.661,0.854,1748,2.559,32.76,-117.64,283776.7
7.1331,25,3.816,0.641,3,1.473,36.94,-122.21,431522.3
4.2157,29,4.789,1.134,1029,2.047,33.08,-117.87,309607.6
3.8273,35,5.987,0.799,1996,2.444,38.54,-121.49,218093.9
6.6148,26,6.586,1.762,2071,2.581,37.39,-121.9,448193.1
4.2343,17,5.183,1.183,611,2.642,37.5,-121.49,308167.5
1.6316,29,6.509,1.0,415,2.477,32.84,-117.83,172193.3
6.1078,16,1,0.5,3459,4.804,33.57,-117.24,292335.9
5.2382,45,6.129,1.112,1644,3.822,33.05,-118.44,177577.0
2.677,30,5.487,0.951,12,3.214,34.65,-118.3,217954.3
1.385,29,6.618,0.5,71,2.385,33.81,-118.01,145580.3
3.6011,52,3.371,0.608,2336,4.381,36.77,-119.55,128769.7
2.8768,22,5.816,0.859,636,2.966,36.94,-120.11,150836.2
3.4295,35,4.093,0.799,2963,2.923,37.12,-121.73,230146.2
0.6218,15,7.662,1.44,1129,3.162,39.01,-121.69,108439.2
5.222,28,6.417,1.34,1067,1.502,33.8,-117.79,406932.0
4.636,45,5.815,1.362,2300,1.18,33.52,-117.88,282885.4
2.2603,27,6.467,1.157,3,3.424,34.1,-117.7,76019.2
4.8561,28,5.336,0.5,2780,3.507,32.92,-117.66,213893.6
2.7649,41,4.219,1.109,4024,4.351,38.71,-121.41,171083.2
5.6291,21,10.01,2.423,2170,1.676,36.94,-121.15,373375.7
6.2639,46,5.604,0.989,2386,1.379,38.42,-122.26,410726.2
4.9876,28,6.301,0.64,1155,2.001,33.29,-118.22,211153.4
4.8173,37,6.704,1.474,3220,3.824,33.7,-117.54,294542.5
7.2599,42,8.665,2.049,1278,2.311,33.92,-118.05,270354.4
3.6982,12,6.434,0.875,1759,1.509,38.54,-121.05,165801.1
1.3846,38,5.673,1.142,1409,3.174,35.69,-120.28,45056.2
0.5,45,7.425,1.686,1144,4.198,36.52,-120.75,57379.9
4.1932,40,5.967,0.986,2952,3.269,37.3,-121.65,272248.8
5.4391,30,7.916,1.705,2317,3.486,33.1,-117.1,293778.1
6.192,23,7.075,1.431,2565,4.546,36.96,-121.68,421097.4
4.0565,35,1.515,0.5,1889,3.925,35.08,-117.91,267084.0
4.7023,22,4.834,1.203,1885,1.104,38.83,-121.91,162783.9
2.4531,12,3.886,0.703,1396,3.578,35.04,-118.05,169513.4
3.9521,18,4.583,0.738,1949,4.343,35.13,-120.38,89126.8
5.752,19,4.01,0.934,3,1.27,33.84,-117.99,273548.6
2.3282,13,7.219,1.259,2115,4.457,37.67,-121.91,286155.2
2.804,20,5.925,1.166,2750,1.655,36.94,-121.35,313670.2
0.5,33,8.081,1.873,3249,3.957,35.12,-118.37,173417.9
5.0091,43,5.184,1.313,3,1.429,34.31,-117.72,330513.2
6.405,31,4.262,0.677,1859,,33.23,-117.94,348220.6
4.4355,48,6.137,1.145,1187,2.113,34.01,-117.56,218915.4
6.188,41,6.342,0.986,954,2.966,35.04,-119.3,248224.0
6.2373,42,3.988,0.769,3,1.679,33.81,-118.2,432099.2
1.5092,22,10.406,2.155,2555,1.386,36.43,-120.43,30021.9
4.0182,32,2.841,0.509,1932,3.942,32.98,-117.96,266200.0
5.8763,17,6.14,1.492,1222,1,37.15,-122.21,416946.7
5.0746,22,5.84,0.991,1241,1.741,33.6,-118.33,301122.6
5.0233,17,5.433,0.662,2556,1.82,33.29,-117.6,288263.6
6.7107,10,7.333,1.408,941,1.504,37.59,-121.76,414496.6
6.2959,48,7.677,1.382,1752,1.549,37.99,-122.18,362310.0
6.0274,27,5.454,0.653,1087,3.042,36.81,-122.04,319098.5
7.39,20,6.476,1.477,1145,,33.89,-117.49,335682.5
1.5999,26,3.432,0.808,1127,5.616,38.85,-121.1,43960.3
8.4477,36,5.117,1.128,2637,3.135,34.22,-118.08,466040.5
6.5142,21,5.717,1.435,2250,2.479,33.62,-118.08,381158.3
3.3254,24,5.855,1.078,3055,2.588,35.21,-118.08,191059.5
7.648,28,3.839,0.804,1491,1.668,38.04,-121.86,469799.4
5.39,31,6.075,1.279,1311,4.792,39.4,-121.06,215894.1
7.199,36,5.234,1.03,2269,2.303,38.95,-122.36,256493.6
2.5356,22,3.25,0.522,1187,4.199,39.49,-121.51,104107.4
1.884,52,7.115,1.596,3,2.441,37.12,-121.73,256555.1
2.9372,45,4.529,0.95,2165,4.319,37.21,-122.25,265876.5
6.1007,17,4.405,0.643,3,2.22,35.04,-117.74,220182.0
8.0681,38,6.397,1.33,937,3.224,33.61,-118.43,402499.8
4.0543,27,7.042,0.801,3007,3.514,34.24,-117.92,222944.8
6.6985,47,4.634,1.31,1885,2.99,34.47,-118.44,397043.4
0.7611,34,5.157,1.248,2865,3.019,34.28,-118.27,166279.1
2.2518,14,5.37,1.28,2260,2.237,33.23,-117.33,215017.8
4.545,48,3.958,0.975,1431,5.547,37.43,-122.22,252542.4
5.9275,15,4.705,0.725,1046,1,38.03,-121.04,372541.0
3.6784,26,7.517,2.488,3,4.178,39.08,-121.98,211458.9
3.2725,17,6.991,1.301,2767,4.173,35.47,-120.11,144711.0
5.6244,26,5.475,1.201,3127,3.27,32.93,-117.68,275656.9
3.8097,36,3.027,0.596,2600,3.331,36.63,-119.86,93360.6
7.5046,23,7.756,1.572,2069,1.665,34.34,-117.68,500001
2.6455,38,5.285,1.012,2496,3.151,32.71,-118.25,189988.4
7.7131,36,6.647,1.842,1928,4.156,38.12,-121.25,386670.7
6.2694,52,6.743,1.146,3,3.157,38.78,-121.23,221422.6
3.2012,10,4.387,1.002,791,1,34.04,-118.99,150317.7
5.5548,52,6.243,1.274,2380,3.502,33.98,-117.12,271933.1
1.9415,22,2.467,0.5,990,4.831,33.81,-117.5,151993.9
4.8305,4,5.352,1.331,3,4.189,33.16,-118.11,191648.0
6.7392,27,6.29,1.393,131,3.353,34.15,-118.04,452862.7
1.9303,1,5.118,1.113,2116,4.687,39.79,-122.28,29226.3
4.2152,1,6.157,1.216,3,2.205,37.77,-121.16,317532.6
4.5817,22,4.288,1.087,3053,3.156,37.06,-122.28,342872.4
6.885,23,5.298,0.851,98,4.817,34.07,-117.58,398001.0
9.8816,34,2.23,0.687,1132,1,33.54,-117.89,500001
5.4728,20,3.489,0.739,210,3.224,35.27,-117.81,303472.2
7.3504,31,3.832,0.825,1821,2.51,32.58,-117.04,240053.2
6.9478,36,5.841,1.496,3621,4.493,38.21,-122.28,344719.8
3.446,17,8.201,1.648,3,2.569,36.1,-120.32,134605.6
5.7394,38,4.547,0.875,3,3.668,37.46,-122.19,311494.7
0.5,50,8.007,1.943,2139,1.977,34.7,-118.39,88464.0
5.3144,28,5.721,0.802,1087,2.437,37.48,-121.52,301741.0
2.085,33,6.694,0.713,1998,2.358,33.97,-118.37,99677.7
4.602,8,6.562,0.696,1071,3.576,36.67,-121.65,264626.1
1.7729,19,4.906,1.286,1085,5.129,36.89,-120.23,151666.0
4.3557,34,5.982,1.269,3,1.74,38.17,-121.67,403276.8
3.6018,15,5.916,1.426,217,3.544,33.59,-118.4,253964.7
0.9429,34,5.691,0.865,2096,2.699,35.09,-120.11,66636.0
4.7527,22,2.855,0.667,3106,3.366,33.04,-117.43,271752.6
5.4547,32,4.335,0.587,1767,2.45,35.01,-118.81,179804.7
6.2399,16,3.195,0.557,3378,2.306,33.41,-117.75,229342.0
2.5534,28,4.115,1.117,1012,,36.05,-120.9,47486.5
3.978,22,4.332,0.5,2047,4.174,34.0,-118.12,324647.1
1.9198,27,7.682,1.567,623,2.149,36.41,-120.1,96277.9
3.5189,21,3.504,0.5,224,2.926,36.86,-119.05,117702.5
4.5702,20,5.015,1.383,3,3.02,37.4,-121.16,372580.7
2.7075,25,5.884,0.601,2053,3.059,33.28,-117.86,164604.6
4.8047,44,2.682,0.538,181,3.323,34.01,-117.75,349758.7
2.6924,20,1,0.5,175,3.002,35.27,-117.59,206587.2
2.2666,9,6.185,1.162,802,3.829,34.87,-118.52,171640.4
5.3333,41,6.708,1.821,1180,2.37,33.6,-117.45,234501.3
7.4719,30,6.447,0.71,390,2.686,37.94,-121.39,467517.3
3.1278,1,3.702,1.007,1264,3.012,35.79,-120.68,163299.5
4.7818,40,3.881,0.628,1758,5.282,35.08,-120.18,159920.3
4.9313,29,3.28,0.694,3,3.007,36.87,-121.51,292278.8
1.1957,19,5.344,1.094,1837,2.949,34.87,-118.17,100019.2
4.108,11,4.787,0.579,1889,3.649,38.85,-121.62,140309.8
4.8211,22,2.649,0.5,3,3.9,38.09,-121.96,394435.7
3.8059,17,2.59,0.699,1115,3.468,33.87,-117.62,363839.0
5.3595,17,10.113,2.604,333,1.974,32.97,-117.52,283137.7
4.6777,17,3.486,0.705,1260,3.66,39.01,-122.44,236915.7
4.0814,28,3.537,0.707,748,1.802,38.53,-121.4,126337.0
2.4648,29,5.134,1.306,1445,3.269,35.57,-120.75,115308.3
0.5,6,6.053,1.015,2510,4.717,34.53,-118.08,36670.4
1.0631,14,6.714,1.461,340,2.739,33.55,-118.12,117306.6
7.0554,23,7.166,1.236,1261,3.469,34.09,-117.92,458712.8
7.939,52,5.449,1.272,955,2.52,33.17,-117.37,365049.1
0.6998,29,6.836,0.932,1558,2.363,36.65,-119.05,121184.8
10.224,37,4.949,0.602,3,5.1,38.44,-122.08,450028.9
0.5,46,4.814,1.161,858,2.487,34.98,-117.98,100480.6
5.0301,26,6.365,1.413,1733,3.738,39.28,-121.72,147609.6
4.6622,41,4.333,0.61,2084,4.444,37.05,-122.19,338013.4
3.497,30,3.897,0.578,3,2.522,37.98,-122.35,353520.4
5.1085,16,2.674,0.538,1057,3.382,33.65,-117.35,272011.2
4.5248,18,4.62,0.736,421,1.856,35.3,-120.97,167739.5
9.3608,17,5.302,0.924,1585,3.295,34.49,-117.89,500001
1.4908,35,4.57,0.61,1559,2.77,39.87,-121.85,154890.5
3.9136,12,2.111,0.5,1682,4.973,36.85,-119.13,192431.9
0.5,28,3.027,0.564,1010,5.081,34.36,-117.93,110067.5
2.7915,33,7.437,2.064,1080,3.001,36.41,-119.86,192289.4
5.6688,52,9.377,2.065,842,4.511,34.2,-118.23,214452.4
3.2823,11,1.606,0.5,3,1,37.47,-122.14,357507.2
1.3749,48,5.795,1.227,493,2.752,35.25,-117.51,108615.8
4.2341,1,5.341,1.584,3,2.284,35.66,-119.26,127338.0
8.6329,30,6.915,1.714,3,2.828,36.54,-121.26,415129.1
5.3034,32,3.403,0.892,815,2.187,33.08,-117.78,262310.5
5.7012,16,5.492,0.581,167,3.677,34.16,-118.25,404563.6
5.0161,10,3.353,0.575,1398,4.288,37.39,-122.41,407104.0
5.5001,14,3.759,0.996,1348,2.987,32.84,-117.76,276180.3
5.3095,33,6.41,1.055,2219,4.554,33.73,-117.7,299747.5
1.8417,40,4.795,1.045,728,3.791,33.67,-117.54,154003.5
5.4046,20,6.929,1.387,2040,2.743,32.64,-118.23,288723.1
6.3175,46,6.964,1.517,2485,6.321,33.18,-117.57,267625.0
2.5483,13,4.203,0.737,2790,2.589,34.9,-118.29,226367.1
1.405,23,5.979,0.564,4744,2.598,38.84,-121.89,78162.9
3.3351,42,6.419,0.989,2685,1.874,33.14,-118.14,235580.8
6.1574,36,5.462,1.058,783,,33.66,-117.78,439268.1
4.5081,23,3.805,0.723,3,4.35,33.6,-118.44,371370.9
5.9075,33,5.169,0.521,3,3.74,32.72,-117.06,300504.1
4.7371,42,3.303,0.5,1840,4.918,34.4,-118.41,335328.7
7.3717,23,6.755,1.397,1824,3.124,33.35,-117.0,326002.2
7.0735,35,4.702,1.076,3,3.275,37.74,-121.09,430463.0
8.0853,19,4.134,0.7,244,2.063,32.62,-117.93,281500.9
4.5548,42,5.257,0.697,1924,3.72,37.88,-122.01,319840.3
2.9702,39,6.326,1.368,3611,2.818,33.17,-118.18,192666.5
4.0637,1,7.694,1.562,2117,4.731,32.51,-117.05,139281.7
1.8944,27,2.778,0.711,1373,1.557,34.66,-118.65,96602.0
7.0829,51,4.424,1.294,1658,1.214,34.1,-118.11,274519.4
