sample_id,group,batch,GENE_000,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009,GENE_010,GENE_011,GENE_012,GENE_013,GENE_014,GENE_015,GENE_016,GENE_017,GENE_018,GENE_019,GENE_020,GENE_021,GENE_022,GENE_023,GENE_024,GENE_025,GENE_026,GENE_027,GENE_028,GENE_029,GENE_030,GENE_031,GENE_032,GENE_033,GENE_034,GENE_035,GENE_036,GENE_037,GENE_038,GENE_039,GENE_040,GENE_041,GENE_042,GENE_043,GENE_044,GENE_045,GENE_046,GENE_047,GENE_048,GENE_049
S0127,Treatment,Batch2,14.02,28.78,76.73,32.39,24.86,45.84,20.11,68.45,135.01,82.28,28.61,4.22,63.44,24.12,21.27,15.4,64.23,17.6,13.74,7.32,56.39,1.28,48.12,6.39,75.3,12.73,59.3,24.05,144.84,23.86,38.7,16.8,11.38,,17.14,120.98,23.31,13.18,1.43,2.54,13.6,15.67,89.22,12.16,3.18,40.58,8.64,13.72,62.6,59.62
S0128,Treatment,Batch2,16.15,329.16,27.27,23.81,26.32,14.87,316.96,16.11,7.56,8.36,9.5,17.78,19.92,39.29,10.57,42.66,5.19,19.82,158.53,2.25,45.34,15.72,11.36,138.48,3.24,5.56,8.51,73.33,51.2,39.67,8.89,23.35,20.03,3.66,8.53,10.94,17.1,53.49,12.57,43.76,21.09,19.99,83.03,5.76,20.42,61.58,3.4,14.56,21.44,8.39
S0129,Treatment,Batch3,93.79,82.71,101.84,10.81,60.04,12.55,14.51,45.57,16.1,88.69,60.86,10.8,55.82,150.65,11.34,13.43,34.63,116.97,37.0,117.19,3.09,108.11,20.63,25.68,15.69,15.39,14.08,95.86,8.69,36.09,11.04,24.93,8.01,12.88,20.46,24.74,18.69,10.3,49.89,38.06,6.14,30.96,9.12,128.39,17.81,20.8,6.98,18.3,141.87,60.92
S0130,Treatment,Batch3,14.83,32.5,7.46,40.07,5.03,318.22,61.45,52.39,94.11,93.27,4.2,8.13,4.95,3.89,11.54,62.4,32.59,15.21,5.22,25.46,57.81,4.14,118.86,13.38,34.12,40.97,15.03,28.36,8.8,41.77,22.41,47.7,8.13,50.34,2.29,13.43,19.91,15.08,95.1,7.33,202.7,20.63,48.6,3.41,128.31,6.16,20.69,19.66,23.09,63.56
S0131,Control,Batch1,22.22,81.16,3.8,18.71,14.71,22.77,7.38,10.81,12.19,124.33,10.65,124.42,4.81,4.9,5.93,73.73,5.88,41.22,5.89,8.39,98.94,80.65,8.19,16.66,4.34,4.65,12.3,33.96,26.68,24.12,14.11,67.77,404.69,5.87,153.4,68.26,5.63,13.56,143.02,12.09,15.28,56.86,93.03,5.02,14.7,24.99,94.45,9.21,31.86,13.2
S0132,Control,Batch3,41.97,46.52,22.1,9.5,38.71,32.92,144.29,11.35,49.69,15.56,31.6,15.19,5.45,28.71,20.41,5.61,24.13,39.45,63.07,12.68,64.76,2.24,21.11,97.87,57.9,41.65,95.8,42.94,7.4,37.07,22.4,5.38,17.38,23.87,12.48,21.52,60.25,80.51,25.5,36.81,37.14,2.24,17.57,5.48,71.09,11.12,5.06,70.47,19.52,47.79
S0133,Control,Batch3,4.92,11.38,8.03,12.32,8.09,39.6,3.81,8.47,18.42,6.2,31.23,25.1,29.55,20.94,29.14,14.23,29.96,32.77,26.07,7.62,11.35,15.36,7.02,21.53,152.02,4.04,5.33,14.18,23.19,36.22,9.19,17.84,23.1,54.25,3.69,3.5,45.36,45.72,13.2,9.04,84.73,12.64,14.53,73.23,36.88,15.61,78.42,8.3,0.85,41.31
S0134,Treatment,Batch3,705.53,8.82,17.67,13.01,109.17,40.94,2.56,54.56,32.41,37.38,21.16,10.27,17.42,32.23,119.69,49.16,22.54,61.48,11.1,9.39,18.92,9.39,94.6,22.55,7.32,13.63,28.47,13.23,20.3,10.55,3.75,100.96,7.3,5.19,8.8,9.67,29.05,24.69,16.13,21.51,18.07,17.04,60.02,19.29,35.73,24.59,29.67,22.92,85.34,9.78
S0135,Treatment,Batch3,59.39,12.99,213.38,87.27,145.01,25.64,10.26,62.96,26.63,330.78,14.74,46.04,2.0,13.78,14.47,19.7,23.88,21.53,5.35,21.01,6.49,37.21,18.32,31.36,28.79,26.51,76.91,7.42,122.25,12.55,6.37,12.48,16.5,10.14,9.71,9.24,34.52,3.99,29.21,14.51,2.11,15.67,11.36,33.89,55.76,5.04,192.12,11.73,34.44,26.71
S0136,Treatment,Batch1,9.62,121.66,141.11,121.97,92.63,161.93,21.03,137.99,42.87,49.14,53.98,32.21,5.36,16.66,6.24,31.8,53.74,33.91,2.15,17.57,164.6,100.42,32.19,4.59,9.09,36.52,55.67,21.07,105.04,29.28,12.38,28.11,4.93,77.87,36.53,20.22,22.28,47.51,27.5,43.05,29.53,57.31,47.36,136.47,7.55,27.58,10.85,10.95,27.67,23.04
S0137,Treatment,Batch3,3.05,10.93,26.62,42.14,24.54,23.4,12.82,15.6,27.12,44.03,35.63,7.43,39.52,34.36,23.2,130.11,12.06,53.25,26.94,57.14,2.39,1.72,130.98,45.32,3.51,70.4,14.99,69.2,23.79,7.4,34.36,3.58,10.79,,29.2,6.89,30.68,61.69,9.24,26.13,7.11,24.66,4.02,22.61,23.04,94.31,33.23,15.56,10.69,27.84
S0138,Treatment,Batch3,50.19,31.5,18.26,20.96,151.85,74.54,9.05,4.6,84.95,43.37,7.14,2.91,17.97,23.75,10.96,180.07,36.02,12.41,52.85,26.13,33.95,3.48,17.55,21.55,76.17,45.03,9.21,17.0,5.99,58.92,7.09,4.05,6.73,,4.76,3.44,94.56,41.26,15.11,63.34,26.43,305.77,39.91,8.95,53.51,32.82,3.12,30.19,6.44,7.13
S0139,Treatment,Batch1,2.53,122.62,15.52,8.72,7.27,2.12,52.59,53.08,16.06,194.27,3.79,9.79,4.84,30.33,12.84,4.56,18.78,34.94,62.78,2.3,4.0,11.45,6.73,16.32,3.08,55.81,21.74,24.22,153.03,18.43,23.6,5.81,24.08,,7.25,80.64,40.05,19.83,6.83,4.24,18.38,27.08,4.34,3.07,30.45,50.42,20.82,39.88,166.37,7.01
S0140,Treatment,Batch3,20.46,257.51,18.17,16.2,87.49,51.74,82.35,50.27,20.36,162.04,3.13,108.17,18.33,6.47,153.6,22.93,16.1,12.97,54.84,30.28,5.27,14.48,270.89,9.29,63.06,5.23,169.06,14.03,7.56,68.44,22.24,6.43,9.62,6.64,29.07,104.64,18.6,64.07,29.59,10.65,7.34,36.23,20.52,35.37,35.79,18.9,51.69,66.55,29.75,19.44
S0141,Treatment,Batch2,12.53,18.51,118.55,29.13,8.3,4.08,15.04,45.27,7.35,32.2,94.28,25.2,53.25,24.83,23.87,24.17,75.97,31.64,18.44,165.68,8.9,40.98,51.67,16.7,25.52,34.21,38.76,20.83,17.84,3.87,6.91,27.73,7.46,14.16,18.07,28.28,3.51,105.96,38.16,31.25,39.62,2.09,7.23,32.3,2.48,31.53,8.45,31.48,9.08,100.43
S0142,Treatment,Batch3,160.39,32.07,17.76,35.15,14.56,23.42,63.86,20.28,54.29,95.0,5.74,7.25,6.36,5.45,92.68,3.41,7.59,22.42,12.43,94.27,5.25,9.38,18.16,5.02,14.28,34.24,22.73,9.76,9.65,166.53,7.25,11.92,64.87,21.57,113.68,103.78,7.99,15.28,56.07,29.45,43.45,64.68,44.47,5.85,27.47,17.34,31.85,36.01,17.61,131.1
S0143,Control,Batch2,13.76,2.0,13.71,2.89,12.77,43.05,30.29,6.28,15.0,35.0,5.59,24.31,36.38,11.81,8.17,4.85,7.52,45.45,2.08,159.63,18.02,28.01,13.69,5.66,36.54,27.6,15.82,37.94,10.77,53.87,15.32,88.14,20.81,,11.61,11.02,127.43,18.91,5.8,26.53,29.3,15.74,11.36,62.71,15.51,17.97,2.18,7.02,13.94,6.5
S0144,Treatment,Batch3,22.6,20.45,157.09,28.72,55.47,11.35,27.68,12.99,21.77,26.18,23.04,30.05,29.39,2.83,38.97,31.01,89.13,25.31,20.61,16.0,2.88,23.86,32.53,36.0,7.92,34.39,95.27,65.69,1.34,14.64,55.13,5.91,71.55,24.38,14.32,15.22,1.93,38.71,15.96,14.58,57.69,20.17,4.84,98.89,22.04,99.18,35.29,19.93,8.79,9.62
S0145,Treatment,Batch2,106.51,81.79,3.07,4.23,54.72,25.36,46.48,35.1,120.79,11.73,11.54,14.73,12.42,23.81,4.95,9.97,11.51,10.74,13.32,10.06,38.03,6.23,27.83,60.79,13.46,20.74,9.29,4.54,84.23,6.74,27.44,10.36,3.18,55.21,20.32,15.62,20.58,19.58,5.08,28.09,12.14,49.31,20.92,90.64,16.34,90.2,,21.98,51.91,18.47
S0146,Treatment,Batch3,48.01,78.45,22.06,55.43,29.13,48.14,98.32,51.31,16.48,106.22,9.59,8.32,23.03,24.19,16.93,13.94,17.12,25.59,21.74,26.08,11.32,12.18,17.99,47.73,34.75,39.29,9.27,2.21,4.53,61.17,23.0,30.08,8.37,16.97,24.16,7.48,57.71,55.52,24.87,19.69,14.13,13.43,45.43,23.31,9.29,26.34,15.74,124.08,8.44,10.68
S0147,Treatment,Batch2,9.48,38.56,38.33,56.6,4.3,4.76,36.91,28.24,104.08,167.28,15.84,47.63,32.26,7.1,14.64,4.86,39.06,27.7,50.81,13.96,20.86,46.23,9.65,13.69,42.53,10.57,10.41,67.07,59.06,6.68,17.46,7.76,59.96,3.09,6.29,14.13,11.36,89.99,8.72,29.53,5.82,2.81,9.47,5.85,13.5,14.07,77.59,28.72,15.56,39.89
S0148,Control,Batch2,17.87,8.95,13.12,2.01,8.3,89.6,16.58,4.43,34.47,34.77,8.52,9.39,116.62,7.69,82.72,97.16,5.8,2.9,27.09,31.38,18.12,7.73,17.45,21.33,8.16,15.96,57.03,20.61,5.12,29.06,2.81,6.38,31.86,36.26,7.83,3.5,100.42,44.93,28.88,19.34,33.11,4.04,4.39,8.17,3.95,22.85,3.47,114.16,11.77,15.56
S0149,Control,Batch1,21.85,28.23,6.79,78.75,17.96,55.83,16.09,10.73,17.86,10.49,74.93,151.09,47.1,16.13,77.86,191.42,23.67,27.48,96.32,41.28,36.19,34.3,4.15,9.13,94.46,32.32,5.81,20.05,23.71,34.53,38.34,2.16,4.32,58.21,8.14,36.81,14.77,9.33,2.77,84.89,7.41,16.25,14.52,26.14,31.56,105.1,7.47,25.67,38.28,90.39
S0150,Treatment,Batch2,31.86,22.38,35.21,30.49,23.2,16.26,12.73,15.71,382.48,13.67,15.74,30.77,45.89,9.21,24.76,35.88,61.82,14.72,42.35,9.46,6.07,237.47,5.27,14.92,18.2,14.89,304.4,16.06,94.44,133.89,32.13,29.45,8.4,26.14,38.93,12.05,20.63,52.18,7.57,59.34,75.04,5.94,66.86,15.81,115.05,41.82,38.17,31.09,306.03,11.57
S0151,Treatment,Batch1,123.87,34.26,39.68,9.3,19.61,55.13,89.58,28.84,10.59,20.39,11.29,98.72,28.64,11.99,17.85,36.03,6.01,9.49,181.41,12.97,8.94,19.27,35.67,8.64,51.88,14.63,28.21,44.56,61.98,41.56,82.11,20.03,38.87,31.48,7.45,16.02,19.88,24.9,67.34,3.29,13.37,62.55,12.97,6.01,34.65,13.65,5.16,50.31,120.74,60.19
S0152,Treatment,Batch3,37.64,88.91,44.22,30.93,42.31,79.77,81.28,68.63,50.74,30.1,10.64,11.66,94.93,5.4,17.77,9.09,34.6,27.18,9.25,26.15,13.44,11.81,119.22,16.44,114.27,27.36,42.03,43.38,10.71,14.61,42.73,78.02,5.79,12.4,2.0,20.71,6.18,20.97,93.0,7.39,31.65,25.1,7.08,82.14,62.32,4.43,35.86,9.86,1.43,13.17
S0153,Control,Batch3,29.12,11.02,31.02,22.4,37.12,20.11,93.39,114.64,8.92,26.48,19.25,8.56,43.3,118.08,25.3,46.97,16.45,44.2,5.0,19.61,4.27,14.13,39.51,12.17,52.3,83.46,5.02,25.35,20.87,8.87,10.07,10.65,14.02,108.05,44.75,32.34,17.84,34.96,10.71,,10.95,7.06,55.82,6.58,45.09,39.84,6.69,101.9,7.21,12.93
S0154,Treatment,Batch2,34.84,95.07,31.79,24.73,115.18,8.13,173.46,18.68,71.6,99.94,118.34,13.14,15.44,4.13,33.85,12.64,24.53,109.2,141.65,14.6,23.74,10.43,7.76,6.65,8.17,227.04,24.92,9.43,99.18,3.45,10.47,53.72,14.76,16.89,10.43,17.2,130.09,17.42,36.16,25.69,6.32,40.54,504.42,34.24,3.29,18.23,58.65,33.0,1.83,6.91
S0155,Control,Batch1,32.71,4.15,25.03,12.67,13.48,63.71,19.35,12.52,4.18,9.21,7.5,73.61,7.79,68.82,23.08,14.57,6.87,129.02,27.57,63.13,8.99,354.26,61.16,6.07,7.21,2.21,85.47,11.49,9.72,8.5,58.56,17.46,38.65,53.81,13.78,26.06,10.4,84.76,29.22,7.8,5.58,7.1,25.83,10.86,13.0,17.4,60.43,15.3,55.48,184.09
S0156,Treatment,Batch2,31.92,59.66,13.29,106.16,7.64,43.95,110.86,24.72,54.58,9.4,7.76,6.3,9.76,15.44,12.34,6.14,84.69,64.13,15.52,97.24,7.99,12.59,43.55,47.24,32.94,35.07,22.15,21.3,49.84,63.74,15.64,8.66,78.77,113.95,13.64,16.87,4.25,9.13,5.96,20.17,26.05,25.36,17.51,1.34,12.74,110.61,7.32,26.2,7.62,77.83
S0157,Treatment,Batch3,27.53,115.3,108.34,22.23,119.57,215.98,42.06,83.65,148.42,74.04,23.13,1033.13,55.3,11.64,9.88,13.47,50.86,26.29,25.59,15.31,54.35,25.16,26.91,24.75,11.92,4.97,42.21,1.35,11.43,17.85,11.22,18.51,28.45,71.59,50.51,11.45,23.85,25.49,51.37,40.0,37.26,44.15,12.4,36.99,7.81,8.66,63.03,36.92,4.06,29.07
S0158,Treatment,Batch1,93.9,86.81,32.49,111.64,25.98,34.44,34.57,39.06,11.73,35.34,50.99,4.59,19.65,13.42,27.51,,46.56,63.52,39.77,9.55,26.38,7.36,5.36,43.68,35.01,73.28,4.32,0.63,21.81,23.99,18.56,2.34,3.17,113.9,36.86,14.79,20.32,41.9,25.36,10.21,11.66,2.23,18.1,60.18,14.08,4.46,14.63,85.47,20.8,18.79
S0159,Treatment,Batch3,32.66,30.05,45.99,29.71,4.63,131.27,136.47,19.41,40.1,20.52,9.94,9.83,28.92,14.57,24.48,51.81,16.95,17.79,25.7,13.47,68.59,21.16,29.52,12.55,26.72,17.49,11.08,23.56,202.16,60.9,18.46,41.21,29.21,7.93,45.43,39.67,32.49,17.19,7.55,151.86,24.0,32.63,41.53,71.61,9.53,12.26,18.56,12.19,30.73,17.63
S0160,Treatment,Batch2,36.42,115.88,106.86,8.42,8.02,6.4,59.3,19.13,114.14,16.05,27.96,2.05,30.14,3.25,78.96,38.63,25.59,2.27,60.6,21.4,0.76,29.72,17.35,25.39,39.86,3.88,15.0,23.75,22.15,20.08,15.74,8.72,28.58,66.58,74.4,34.29,5.77,9.22,12.66,23.44,17.33,23.8,33.8,6.68,5.65,34.0,30.01,40.77,12.14,7.67
S0161,Treatment,Batch1,22.15,12.89,11.4,41.22,93.07,119.89,57.36,25.81,128.09,35.73,24.9,8.77,14.99,45.27,65.8,32.71,3.07,31.8,64.04,17.72,6.86,8.08,42.0,25.33,101.05,27.6,41.84,18.32,36.26,20.55,35.87,27.98,27.46,13.48,51.14,7.28,17.11,59.45,9.59,50.87,13.33,24.97,9.7,12.94,10.4,6.12,58.13,36.51,17.79,36.39
S0162,Treatment,Batch2,50.41,14.4,86.14,18.82,62.52,90.91,30.47,17.74,15.98,37.67,7.29,34.16,132.08,18.25,17.27,107.36,2.18,190.04,34.62,5.06,45.01,6.29,9.64,23.01,39.19,6.66,6.25,2.53,11.41,24.45,22.79,5.39,31.07,36.73,8.88,8.06,17.64,11.12,15.85,43.15,34.17,121.82,21.55,81.05,29.2,29.41,11.7,20.46,3.87,2.4
S0163,Control,Batch2,9.12,5.48,82.68,71.32,46.07,52.84,58.0,2.74,41.69,26.45,11.51,5.29,14.41,24.85,12.79,83.82,18.14,6.67,49.61,34.32,19.7,12.74,51.14,12.73,3.46,9.67,56.08,9.89,148.57,27.57,13.35,30.18,9.53,18.78,8.6,13.77,31.14,113.65,20.31,22.43,35.01,20.24,16.43,21.17,7.73,24.54,24.02,4.41,28.54,28.2
S0164,Control,Batch1,16.49,21.96,5.78,26.89,79.97,11.79,12.36,50.31,23.42,57.2,18.06,8.45,64.07,18.47,23.03,55.89,13.61,3.04,1.75,7.51,16.45,9.52,36.42,3.94,9.06,5.66,39.61,44.09,147.79,120.78,28.16,7.01,10.73,33.56,45.28,15.73,4.43,4.03,28.99,6.2,46.94,75.27,49.82,24.47,19.12,11.53,105.38,32.65,30.83,13.21
S0165,Control,Batch2,11.6,24.48,16.51,10.48,22.74,8.79,71.09,4.79,16.04,15.33,19.91,2.38,49.13,31.5,29.56,8.46,2.72,13.98,12.68,29.68,22.91,9.79,60.6,139.75,9.45,62.54,11.91,15.36,27.22,58.5,45.23,7.57,5.79,18.16,258.77,8.6,13.44,14.98,52.13,27.52,11.32,75.67,52.12,20.08,5.53,5.28,,43.46,67.14,191.57
S0166,Control,Batch1,6.26,39.18,7.48,12.61,10.53,2.6,9.65,15.11,15.96,29.98,13.16,37.61,42.8,6.1,92.23,3.91,5.31,88.64,66.97,74.65,21.16,149.64,13.88,2.57,107.34,27.65,31.36,14.11,43.32,63.37,44.72,39.28,30.96,28.68,271.31,29.61,3.72,43.83,1.81,70.27,3.78,21.81,4.75,14.56,106.54,6.4,6.35,23.97,52.39,35.12
S0167,Control,Batch3,10.59,35.78,130.81,42.89,72.84,10.01,12.98,6.76,31.72,61.54,39.86,71.02,70.2,5.18,9.02,13.75,77.06,15.98,26.35,45.93,5.42,10.41,7.24,6.94,7.37,41.24,5.76,17.36,14.68,53.47,8.34,17.82,5.49,13.68,173.54,143.04,16.77,15.41,24.09,35.97,106.16,4.12,12.4,10.89,18.65,80.02,7.4,13.18,16.8,54.46
S0168,Treatment,Batch1,15.45,107.99,13.41,74.17,29.28,35.76,14.65,56.61,60.26,11.11,12.18,13.19,73.46,3.63,76.96,8.76,7.16,59.98,20.65,80.81,7.05,5.06,89.96,45.25,33.49,2.23,2.84,34.34,15.81,5.23,94.03,19.78,49.07,10.74,21.7,28.33,103.17,12.16,19.75,9.68,30.46,9.52,37.3,8.98,99.74,25.72,13.11,22.16,55.47,105.85
S0169,Control,Batch2,30.53,10.22,92.29,10.61,12.92,6.15,8.79,9.46,23.03,7.14,42.93,8.12,56.16,26.63,29.0,14.91,1.16,16.42,21.44,151.31,100.1,17.5,5.37,26.92,40.19,61.47,20.6,3.5,15.3,49.19,114.17,51.97,14.72,30.99,173.62,28.22,9.73,45.19,9.09,18.29,19.67,34.63,42.93,50.9,60.13,14.0,8.72,10.69,30.43,6.68
S0170,Control,Batch1,108.93,40.13,9.49,45.23,90.97,13.11,11.16,78.98,13.0,29.72,15.67,85.77,13.56,25.04,18.37,7.07,20.69,9.75,220.86,22.32,46.67,13.13,33.16,20.45,51.85,108.89,4.24,19.49,34.36,64.41,12.4,21.73,23.58,222.37,60.42,16.14,21.91,10.91,83.26,4.03,146.94,16.72,8.35,108.12,19.92,12.35,25.68,71.68,18.82,26.56
S0171,Treatment,Batch2,30.47,15.89,50.82,9.23,45.69,29.22,529.9,56.7,66.42,36.69,16.7,57.15,4.47,2.01,22.69,4.45,37.8,33.95,17.16,9.38,14.17,7.68,11.53,6.97,75.16,42.34,0.69,28.08,22.07,15.24,51.3,63.01,32.76,19.88,56.61,48.71,7.21,4.77,14.99,3.11,29.41,28.01,35.56,11.11,11.42,47.55,24.2,20.14,13.12,24.65
S0172,Control,Batch3,17.37,7.59,29.19,28.21,9.75,28.54,12.01,10.41,40.1,18.37,72.75,19.61,24.23,25.2,16.79,8.45,7.78,19.99,9.65,53.38,7.59,2.91,68.05,186.17,100.94,4.7,4.33,2.76,57.71,148.2,34.15,14.33,18.06,77.63,60.16,73.82,44.31,12.33,9.36,51.7,5.09,11.59,29.95,122.07,12.73,8.76,87.39,44.95,18.68,11.64
S0173,Control,Batch3,16.26,6.87,28.09,27.74,6.16,7.5,24.95,40.33,6.27,24.95,88.49,28.2,10.79,28.77,2.04,2.61,165.36,4.45,54.58,13.88,14.49,9.69,16.15,28.31,58.96,149.53,144.91,48.05,89.5,43.63,15.95,24.15,23.63,25.03,42.17,13.68,71.87,17.4,52.52,18.84,28.78,15.52,26.33,28.2,11.77,14.64,13.15,10.79,22.43,175.69
S0174,Control,Batch3,60.76,12.37,138.98,63.8,7.84,18.1,10.08,23.23,9.38,31.01,16.57,4.38,114.51,8.16,68.2,9.08,12.75,28.11,33.11,50.15,31.36,21.45,11.49,51.83,70.26,27.79,20.44,51.69,18.85,25.87,23.6,31.24,118.92,42.08,6.36,20.89,35.59,11.99,15.41,100.51,14.31,2.27,12.61,16.43,21.7,30.72,2.97,8.51,35.43,7.99
S0175,Control,Batch3,16.87,4.2,6.43,170.35,200.75,7.93,11.48,3.05,10.05,24.66,27.33,12.13,46.4,24.71,631.89,23.89,9.81,100.87,14.58,39.2,13.72,10.76,80.7,7.31,25.4,20.98,13.3,31.9,6.67,202.01,18.3,78.69,50.56,67.67,20.05,38.89,14.34,34.4,6.24,27.25,4.18,12.11,27.82,15.15,15.8,47.74,22.82,11.14,26.96,5.04
S0176,Treatment,Batch1,82.75,16.76,121.06,27.94,12.06,17.28,1.7,114.18,32.94,26.05,5.97,41.29,17.72,17.2,52.12,13.3,14.68,28.39,15.44,18.37,3.82,35.95,43.38,60.66,86.9,101.89,58.56,3.66,11.61,40.99,3.17,40.66,4.8,29.15,74.35,49.87,25.7,21.11,14.45,64.93,60.33,22.66,11.99,24.62,16.03,5.59,10.11,8.02,12.92,545.69
S0177,Control,Batch3,109.68,10.24,1.67,90.12,29.22,7.18,165.24,43.14,15.09,49.9,6.07,30.21,15.32,2.43,20.32,17.34,8.84,15.27,10.51,43.27,172.88,46.43,8.6,27.61,12.84,17.34,17.36,12.23,7.27,26.92,21.27,4.08,28.51,12.17,32.97,5.92,46.07,14.75,14.49,28.84,103.06,4.04,129.83,58.83,42.9,6.82,12.83,15.17,41.11,10.22
S0178,Control,Batch3,11.59,155.24,38.69,7.8,4.0,12.66,20.56,23.09,30.11,13.65,12.74,40.26,10.81,17.54,32.57,4.4,13.66,30.36,7.21,5.83,24.54,57.39,13.46,18.3,28.18,33.06,71.41,205.29,27.29,11.2,33.55,11.19,29.38,17.68,22.24,67.21,56.07,6.27,18.4,59.84,6.26,11.81,19.43,2.52,11.79,6.79,66.18,17.46,46.94,1.12
S0179,Control,Batch2,15.22,5.47,17.08,27.87,88.38,63.69,217.82,8.45,17.02,27.19,28.31,12.27,7.37,168.22,9.24,12.33,11.12,21.76,31.04,19.96,3.88,18.1,4.16,17.51,37.24,39.9,11.68,26.0,93.54,21.53,21.46,21.65,54.68,,8.61,10.78,2.07,18.51,12.02,7.71,18.09,6.87,28.4,33.75,25.97,13.5,26.31,2.09,38.84,59.49
S0180,Control,Batch2,32.56,12.82,14.29,7.33,3.54,4.87,5.02,43.84,11.28,33.1,173.87,44.13,8.3,91.67,138.09,75.68,5.54,11.3,17.32,12.03,2.94,6.62,14.69,13.25,5.7,25.09,31.96,11.66,4.6,36.46,61.15,20.49,5.77,39.43,10.33,4.34,36.09,38.56,13.44,12.11,24.18,4.33,2.26,256.51,141.23,25.42,16.98,16.56,117.03,28.27
S0181,Control,Batch1,4.83,48.81,13.66,73.82,5.97,8.64,13.71,24.91,13.09,45.19,9.24,8.17,31.06,8.99,14.74,12.45,67.91,4.49,50.99,23.58,32.75,22.5,12.39,10.15,203.13,35.07,123.27,12.46,41.26,11.77,146.15,8.22,41.01,18.54,9.9,6.36,57.56,33.81,28.2,3.62,69.9,5.09,18.63,29.4,11.56,13.77,29.79,31.81,30.31,8.07
S0182,Control,Batch1,32.58,11.76,12.91,58.06,6.24,22.6,39.06,5.85,22.55,24.64,39.26,6.93,27.9,11.66,31.32,11.44,6.68,3.87,14.04,6.53,12.0,9.7,14.47,4.22,115.74,20.86,16.11,24.81,7.38,2.39,11.8,20.16,74.58,26.26,30.93,27.29,5.42,14.87,23.61,4.79,5.09,45.1,16.71,104.38,2.75,12.73,97.72,4.4,151.19,2.55
S0183,Control,Batch1,42.13,11.15,18.64,40.39,90.17,36.65,3.8,49.65,43.71,2.77,11.03,14.8,9.07,8.03,9.89,14.14,61.41,55.86,24.65,5.97,35.08,81.37,7.27,37.59,20.95,25.88,21.65,15.29,21.95,68.35,2.5,13.78,3.04,34.13,4.91,5.02,3.09,29.1,7.75,58.75,22.7,8.78,40.63,13.36,3.91,6.37,42.6,98.63,81.64,79.85
S0184,Control,Batch2,40.06,16.12,39.9,26.67,5.85,45.97,39.04,11.37,16.95,26.43,31.56,42.48,3.65,6.12,2.78,11.69,15.68,50.19,5.71,11.31,54.86,13.83,2.47,37.73,26.47,8.73,50.77,5.21,9.66,3.56,65.67,9.04,34.86,40.47,4.13,7.87,51.98,39.52,21.24,27.96,14.42,7.45,11.43,3.8,51.44,28.05,3.95,21.7,39.06,16.06
S0185,Control,Batch1,9.25,36.07,9.43,13.68,17.16,42.12,35.76,8.4,30.08,37.63,22.73,73.85,8.24,11.7,2.37,42.03,75.3,45.85,77.32,5.54,4.64,107.22,18.53,20.41,87.39,38.73,13.48,44.65,23.65,30.89,10.58,16.03,4.29,19.38,7.45,10.54,37.04,17.31,4.71,40.97,65.77,15.96,13.41,50.07,1.48,28.67,31.26,12.92,3.96,6.42
S0186,Treatment,Batch2,20.55,85.8,21.41,20.75,18.14,47.42,45.76,163.73,93.88,128.9,22.44,12.14,14.04,68.69,15.32,23.61,2.49,17.21,15.69,19.07,13.5,29.3,37.58,7.63,27.34,7.31,40.78,8.78,33.74,57.4,3.69,21.3,48.39,87.22,14.49,6.49,53.94,9.79,32.13,105.69,18.23,21.21,133.45,11.22,49.09,9.76,40.19,20.7,50.56,6.62
S0187,Control,Batch1,18.07,2.09,18.38,5.01,54.56,10.2,9.77,13.84,9.56,4.31,5.47,42.87,7.66,10.13,16.21,6.41,66.81,9.44,14.84,26.42,7.1,20.83,6.9,17.43,7.8,62.42,11.39,29.94,8.0,11.44,15.98,26.09,11.2,38.51,35.76,3.88,15.4,22.48,19.13,25.49,13.04,29.45,23.59,11.57,25.82,6.8,8.13,12.74,31.52,19.74
S0188,Treatment,Batch1,16.5,44.69,48.29,15.91,53.67,28.33,27.98,39.37,40.62,258.05,63.21,31.07,36.94,11.58,46.32,,122.55,18.27,14.96,16.26,163.09,53.84,28.82,18.52,25.79,1.51,6.57,33.5,55.58,15.38,2.79,9.72,15.48,74.17,12.35,57.34,62.4,37.42,3.21,7.09,7.48,9.94,9.86,9.43,18.85,48.18,13.78,17.86,15.3,16.09
S0189,Treatment,Batch3,24.58,50.4,43.93,45.04,87.1,8.72,16.25,102.99,54.66,91.55,66.25,14.13,31.89,25.26,20.89,37.51,11.33,73.95,3.31,9.1,20.05,32.88,15.33,51.06,15.93,7.69,38.44,11.18,36.65,7.95,38.1,11.36,28.12,7.52,152.41,39.46,71.69,39.2,12.58,20.31,15.07,57.83,43.89,16.96,39.36,13.97,38.34,24.18,91.48,5.96
S0190,Control,Batch1,10.09,4.54,29.15,11.19,53.72,134.95,23.9,9.97,7.62,14.8,10.6,29.97,23.91,6.55,13.53,74.88,73.72,8.03,5.74,63.08,17.41,32.79,41.41,20.65,16.98,4.45,1.03,4.36,35.08,5.85,36.46,7.2,31.4,30.41,93.6,18.76,9.87,51.62,59.2,4.56,3.35,42.95,10.24,3.75,44.52,3.91,,11.59,9.84,10.98
